skey|gugun|rate_year|dong_cnt|house_cnt|tot_pop_cnt|m_pop_cnt|f_pop_cnt|pop_ratio|pop_density|instt_code|last_load_dttm
19114|부산광역시 금정구|2018|17|105690|248606|121769|126837|7.1|3809|6260000|2022-07-01 05:57:03
19115|부산광역시 강서구|2018|8|48718|124629|66222|58407|3.6|687|6260000|2022-07-01 05:57:03
19116|부산광역시 연제구|2018|12|86046|206259|100116|106143|5.9|17046|6260000|2022-07-01 05:57:03
19117|부산광역시 수영구|2018|10|79756|179631|85459|94172|5.1|17594|6260000|2022-07-01 05:57:03
19118|부산광역시 사상구|2018|12|96676|231239|117433|113806|6.6|6407|6260000|2022-07-01 05:57:03
19119|부산광역시 기장군|2018|5|66765|165318|82211|83107|4.7|757|6260000|2022-07-01 05:57:03
19120|부산광역시|2018|206|1474088|3503772|1727156|1776616|100|4550|6260000|2022-07-01 05:57:03
19121|부산광역시 중구|2018|9|23043|45278|22495|22783|1.3|15999|6260000|2022-07-01 05:57:03
19122|부산광역시 서구|2018|13|52581|112550|55244|57306|3.2|8051|6260000|2022-07-01 05:57:03
19123|부산광역시 동구|2018|12|43239|89542|44105|45437|2.6|9193|6260000|2022-07-01 05:57:03
19124|부산광역시 영도구|2018|11|55445|123408|61279|62129|3.5|8697|6260000|2022-07-01 05:57:03
19125|부산광역시 부산진구|2018|20|165853|369413|179745|189668|10.5|12451|6260000|2022-07-01 05:57:03
19126|부산광역시 동래구|2018|13|109127|270558|132321|138237|7.7|16269|6260000|2022-07-01 05:57:03
19127|부산광역시 남구|2018|17|116233|284518|139826|144692|8.1|10612|6260000|2022-07-01 05:57:03
19128|부산광역시 북구|2018|13|120124|302047|149743|152304|8.6|7672|6260000|2022-07-01 05:57:03
19129|부산광역시|2017|205|1466181|3532896|1743075|1789821|100|4589|6260000|2022-07-01 05:57:03
19130|부산광역시 중구|2017|9|23301|46479|23065|23414|1.3|16424|6260000|2022-07-01 05:57:03
19131|부산광역시 서구|2017|13|52231|112881|55592|57289|3.2|8086|6260000|2022-07-01 05:57:03
19132|부산광역시 동구|2017|12|43311|91078|44888|46190|2.6|9351|6260000|2022-07-01 05:57:03
19133|부산광역시 영도구|2017|11|55632|125889|62588|63301|3.6|8872|6260000|2022-07-01 05:57:03
19134|부산광역시 부산진구|2017|20|166979|377191|183928|193263|10.7|12709|6260000|2022-07-01 05:57:03
19135|부산광역시 동래구|2017|13|108827|273670|134007|139663|7.7|16456|6260000|2022-07-01 05:57:03
19136|부산광역시 남구|2017|17|113973|280674|137817|142857|7.9|10469|6260000|2022-07-01 05:57:03
19137|부산광역시 북구|2017|13|120647|307410|152391|155019|8.7|7810|6260000|2022-07-01 05:57:03
19138|부산광역시 해운대구|2017|18|165227|419243|203289|215954|11.9|8145|6260000|2022-07-01 05:57:03
19139|부산광역시 사하구|2017|16|137443|338982|169808|169174|9.6|8119|6260000|2022-07-01 05:57:03
19140|부산광역시 금정구|2017|17|103892|247777|121418|126359|7|3796|6260000|2022-07-01 05:57:03
19141|부산광역시 강서구|2017|7|47712|123027|65405|57622|3.5|678|6260000|2022-07-01 05:57:03
19142|부산광역시 연제구|2017|12|85701|208423|101399|107024|5.9|17225|6260000|2022-07-01 05:57:03
19143|부산광역시 수영구|2017|10|79238|181236|86353|94883|5.1|17751|6260000|2022-07-01 05:57:03
19144|부산광역시 사상구|2017|12|97126|236058|120014|116044|6.7|6541|6260000|2022-07-01 05:57:03
19145|부산광역시 기장군|2017|5|64941|162878|81113|81765|4.6|746|6260000|2022-07-01 05:57:03
19146|부산광역시|2017|205|1466384|3527572|1740579|1786993|100|4582|6260000|2022-07-01 05:57:03
19147|부산광역시 중구|2017|9|23282|46323|22971|23352|1.3|16391|6260000|2022-07-01 05:57:03
19148|부산광역시 서구|2017|13|52184|112658|55491|57167|3.2|8071|6260000|2022-07-01 05:57:03
19149|부산광역시 동구|2017|12|43393|91069|44882|46187|2.6|9353|6260000|2022-07-01 05:57:03
19150|부산광역시 북구|2018|13|120146|300674|149082|151592|8.6|7637|6260000|2022-07-01 05:57:03
19151|부산광역시 영도구|2017|11|55651|125698|62483|63215|3.6|8855|6260000|2022-07-01 05:57:03
19152|부산광역시 부산진구|2017|20|166805|376286|183485|192801|10.7|12677|6260000|2022-07-01 05:57:03
19153|부산광역시 동래구|2017|13|108744|273082|133759|139323|7.7|16417|6260000|2022-07-01 05:57:03
19154|부산광역시 남구|2017|17|113946|280088|137594|142494|7.9|10447|6260000|2022-07-01 05:57:03
19155|부산광역시 북구|2017|13|120468|306439|151933|154506|8.7|7785|6260000|2022-07-01 05:57:03
19156|부산광역시 해운대구|2017|18|165111|418275|202764|215511|11.9|8126|6260000|2022-07-01 05:57:03
19157|부산광역시 사하구|2017|16|137420|338360|169469|168891|9.6|8104|6260000|2022-07-01 05:57:03
19158|부산광역시 금정구|2017|17|104279|248334|121735|126599|7|3805|6260000|2022-07-01 05:57:03
19159|부산광역시 강서구|2017|7|47728|122948|65409|57539|3.5|677|6260000|2022-07-01 05:57:03
19160|부산광역시 연제구|2017|12|85731|208055|101193|106862|5.9|17196|6260000|2022-07-01 05:57:03
19161|부산광역시 수영구|2017|10|79384|181466|86426|95040|5.1|17781|6260000|2022-07-01 05:57:03
19162|부산광역시 사상구|2017|12|97108|235392|119730|115662|6.7|6522|6260000|2022-07-01 05:57:03
19163|부산광역시 기장군|2017|5|65150|163099|81255|81844|4.6|747|6260000|2022-07-01 05:57:03
19164|부산광역시|2017|205|1466889|3524210|1738793|1785417|100|4578|6260000|2022-07-01 05:57:03
19165|부산광역시 중구|2017|9|23281|46169|22901|23268|1.3|16337|6260000|2022-07-01 05:57:03
19166|부산광역시 서구|2017|13|52073|112345|55298|57047|3.2|8049|6260000|2022-07-01 05:57:03
19167|부산광역시 동구|2017|12|43427|91067|44889|46178|2.6|9353|6260000|2022-07-01 05:57:03
19168|부산광역시 영도구|2017|11|55661|125487|62345|63142|3.6|8840|6260000|2022-07-01 05:57:03
19169|부산광역시 부산진구|2017|20|166594|375358|183030|192328|10.7|12646|6260000|2022-07-01 05:57:03
19170|부산광역시 동래구|2017|13|108649|272480|133415|139065|7.7|16381|6260000|2022-07-01 05:57:03
19171|부산광역시 남구|2017|17|113925|279700|137396|142304|7.9|10433|6260000|2022-07-01 05:57:03
19172|부산광역시 북구|2017|13|120346|305740|151578|154162|8.7|7767|6260000|2022-07-01 05:57:03
19173|부산광역시 해운대구|2017|18|165076|417779|202533|215246|11.9|8117|6260000|2022-07-01 05:57:03
19174|부산광역시 사하구|2017|16|137499|338169|169398|168771|9.6|8099|6260000|2022-07-01 05:57:03
19175|부산광역시 금정구|2017|17|104607|248822|121924|126898|7.1|3812|6260000|2022-07-01 05:57:03
19176|부산광역시 강서구|2017|7|47787|123023|65476|57547|3.5|678|6260000|2022-07-01 05:57:03
19177|부산광역시 연제구|2017|12|85792|207828|101077|106751|5.9|17177|6260000|2022-07-01 05:57:03
19178|부산광역시 수영구|2017|10|79563|181629|86521|95108|5.2|17797|6260000|2022-07-01 05:57:03
19179|부산광역시 사상구|2017|12|97101|234982|119517|115465|6.7|6510|6260000|2022-07-01 05:57:03
19180|부산광역시 기장군|2017|5|65508|163632|81495|82137|4.6|750|6260000|2022-07-01 05:57:03
19181|부산광역시|2017|205|1467555|3520306|1736878|1783428|100|4572|6260000|2022-07-01 05:57:03
19182|부산광역시 중구|2017|9|23284|46066|22843|23223|1.3|16278|6260000|2022-07-01 05:57:03
19183|부산광역시 서구|2017|13|51953|111945|55081|56864|3.2|8008|6260000|2022-07-01 05:57:03
19184|부산광역시 동구|2017|12|43413|90856|44786|46070|2.6|9328|6260000|2022-07-01 05:57:03
19185|부산광역시 영도구|2017|11|55713|125347|62284|63063|3.6|8833|6260000|2022-07-01 05:57:03
19186|부산광역시 부산진구|2017|20|166491|374504|182588|191916|10.6|12622|6260000|2022-07-01 05:57:03
19187|부산광역시 동래구|2017|13|108609|271967|133173|138794|7.7|16354|6260000|2022-07-01 05:57:03
19188|부산광역시 남구|2017|17|113898|279309|137236|142073|7.9|10418|6260000|2022-07-01 05:57:03
19189|부산광역시 북구|2017|13|120249|305045|151255|153790|8.7|7748|6260000|2022-07-01 05:57:03
19190|부산광역시 해운대구|2017|18|165002|417161|202206|214955|11.9|8105|6260000|2022-07-01 05:57:03
19191|부산광역시 사하구|2017|16|137679|338112|169379|168733|9.6|8071|6260000|2022-07-01 05:57:03
19192|부산광역시 금정구|2017|17|104827|248917|121987|126930|7.1|3814|6260000|2022-07-01 05:57:03
19193|부산광역시 강서구|2017|7|47850|123079|65532|57547|3.5|678|6260000|2022-07-01 05:57:03
18991|부산광역시 수영구|2018|10|79752|178815|85075|93740|5.1|17514|6260000|2022-07-01 05:57:03
18992|부산광역시 사상구|2018|12|96671|230472|116937|113535|6.6|6386|6260000|2022-07-01 05:57:03
18993|부산광역시 기장군|2018|5|67497|166463|82771|83692|4.8|763|6260000|2022-07-01 05:57:03
18994|부산광역시|2018|206|1478697|3499004|1724190|1774814|100|4544|6260000|2022-07-01 05:57:03
18995|부산광역시 중구|2018|9|23001|45026|22373|22653|1.3|15910|6260000|2022-07-01 05:57:03
18996|부산광역시 서구|2018|13|52778|112771|55362|57409|3.2|8067|6260000|2022-07-01 05:57:03
18997|부산광역시 동구|2018|12|43287|89253|43942|45311|2.6|9164|6260000|2022-07-01 05:57:03
18998|부산광역시 영도구|2018|11|55399|122497|60828|61669|3.5|8633|6260000|2022-07-01 05:57:03
18999|부산광역시 부산진구|2018|20|165643|367219|178522|188697|10.5|12377|6260000|2022-07-01 05:57:03
19000|부산광역시 동래구|2018|13|108989|269149|131575|137574|7.7|16185|6260000|2022-07-01 05:57:03
19001|부산광역시 남구|2018|17|117412|286483|140736|145747|8.2|10686|6260000|2022-07-01 05:57:03
19002|부산광역시 해운대구|2018|18|166534|415127|200795|214332|11.9|8065|6260000|2022-07-01 05:57:03
19003|부산광역시 사하구|2018|16|138616|334025|167461|166564|9.5|7974|6260000|2022-07-01 05:57:03
19004|부산광역시 금정구|2018|17|106315|248191|121481|126710|7.1|3803|6260000|2022-07-01 05:57:03
19005|부산광역시 강서구|2018|8|49667|126769|67296|59473|3.6|698|6260000|2022-07-01 05:57:03
19006|부산광역시 연제구|2018|12|86642|206494|100136|106358|5.9|17066|6260000|2022-07-01 05:57:03
19007|부산광역시 수영구|2018|10|79776|178502|84921|93581|5.1|17483|6260000|2022-07-01 05:57:03
19008|부산광역시 사상구|2018|12|96785|230054|116727|113327|6.6|6374|6260000|2022-07-01 05:57:03
19009|부산광역시 기장군|2018|5|67707|166770|82953|83817|4.8|764|6260000|2022-07-01 05:57:03
19010|부산광역시|2018|206|1479534|3496997|1723147|1773850|100|4541|6260000|2022-07-01 05:57:03
19011|부산광역시 중구|2018|9|23006|44952|22330|22622|1.3|15884|6260000|2022-07-01 05:57:03
19012|부산광역시 서구|2018|13|52801|112759|55369|57390|3.2|8066|6260000|2022-07-01 05:57:03
19013|부산광역시 동구|2018|12|43272|89177|43903|45274|2.6|9156|6260000|2022-07-01 05:57:03
19014|부산광역시 영도구|2018|11|55340|122219|60701|61518|3.5|8613|6260000|2022-07-01 05:57:03
19015|부산광역시 부산진구|2018|20|165406|366244|178006|188238|10.5|12344|6260000|2022-07-01 05:57:03
19016|부산광역시 동래구|2018|13|108937|268628|131316|137312|7.7|16153|6260000|2022-07-01 05:57:03
19017|부산광역시 남구|2018|17|117536|286502|140687|145815|8.2|10686|6260000|2022-07-01 05:57:03
19018|부산광역시 북구|2018|13|120087|300051|148754|151297|8.6|7621|6260000|2022-07-01 05:57:03
19019|부산광역시 해운대구|2018|18|166545|414834|200643|214191|11.9|8060|6260000|2022-07-01 05:57:03
19020|부산광역시 사하구|2018|16|138631|333605|167268|166337|9.5|7964|6260000|2022-07-01 05:57:03
19021|부산광역시 금정구|2018|17|106363|247983|121387|126596|7.1|3799|6260000|2022-07-01 05:57:03
19022|부산광역시 강서구|2018|8|49936|127344|67618|59726|3.6|702|6260000|2022-07-01 05:57:03
19023|부산광역시 연제구|2018|12|87338|207837|100745|107092|5.9|17177|6260000|2022-07-01 05:57:03
19024|부산광역시 수영구|2018|10|79730|178150|84769|93381|5.1|17449|6260000|2022-07-01 05:57:03
19025|부산광역시 사상구|2018|12|96782|229727|116538|113189|6.6|6365|6260000|2022-07-01 05:57:03
19026|부산광역시 기장군|2018|5|67824|166985|83113|83872|4.8|765|6260000|2022-07-01 05:57:03
19027|부산광역시|2018|206|1480468|3494019|1721327|1772692|100|4538|6260000|2022-07-01 05:57:03
19028|부산광역시 중구|2018|9|22975|44852|22255|22597|1.3|15849|6260000|2022-07-01 05:57:03
19029|부산광역시 서구|2018|13|52819|112621|55327|57294|3.2|8056|6260000|2022-07-01 05:57:03
19030|부산광역시 동구|2018|12|43261|89144|43868|45276|2.6|9152|6260000|2022-07-01 05:57:03
19031|부산광역시 영도구|2018|11|55312|121934|60554|61380|3.5|8587|6260000|2022-07-01 05:57:03
19032|부산광역시 부산진구|2018|20|165253|365337|177512|187825|10.5|12313|6260000|2022-07-01 05:57:03
19033|부산광역시 동래구|2018|13|108757|267735|130789|136946|7.7|16100|6260000|2022-07-01 05:57:03
19034|부산광역시 남구|2018|17|117558|286093|140516|145577|8.2|10671|6260000|2022-07-01 05:57:03
19035|부산광역시 북구|2018|13|120036|299547|148471|151076|8.6|7609|6260000|2022-07-01 05:57:03
19036|부산광역시 해운대구|2018|18|166748|414611|200474|214137|11.9|8055|6260000|2022-07-01 05:57:03
19037|부산광역시 사하구|2018|16|138503|332765|166823|165942|9.5|7967|6260000|2022-07-01 05:57:03
19038|부산광역시 금정구|2018|17|106415|247725|121236|126489|7.1|3795|6260000|2022-07-01 05:57:03
19039|부산광역시 강서구|2018|8|50488|128611|68255|60356|3.7|709|6260000|2022-07-01 05:57:03
19040|부산광역시 연제구|2018|12|87833|208844|101171|107673|6|17260|6260000|2022-07-01 05:57:03
19041|부산광역시 동래구|2018|13|108729|271350|132850|138500|7.7|16317|6260000|2022-07-01 05:57:03
19042|부산광역시 남구|2018|17|113952|278681|136937|141744|7.9|10395|6260000|2022-07-01 05:57:03
19043|부산광역시 북구|2018|13|120178|303955|150724|153231|8.6|7720|6260000|2022-07-01 05:57:03
19044|부산광역시 해운대구|2018|18|165529|417174|202167|215007|11.9|8105|6260000|2022-07-01 05:57:03
19045|부산광역시 사하구|2018|16|138068|337423|169112|168311|9.6|8055|6260000|2022-07-01 05:57:03
19046|부산광역시 금정구|2018|17|105281|249054|122047|127007|7.1|3816|6260000|2022-07-01 05:57:03
19047|부산광역시 강서구|2018|8|48183|123636|65771|57865|3.5|681|6260000|2022-07-01 05:57:03
19048|부산광역시 연제구|2018|12|86070|207396|100757|106639|5.9|17140|6260000|2022-07-01 05:57:03
19049|부산광역시 수영구|2018|10|80019|181526|86496|95030|5.2|17779|6260000|2022-07-01 05:57:03
19050|부산광역시 사상구|2018|12|97168|233443|118709|114734|6.6|6468|6260000|2022-07-01 05:57:03
19051|부산광역시 기장군|2018|5|66030|164546|81940|82606|4.7|754|6260000|2022-07-01 05:57:03
19052|부산광역시|2018|206|1471933|3513693|1732694|1780999|100|4563|6260000|2022-07-01 05:57:03
19053|부산광역시 중구|2018|9|23232|45788|22731|23057|1.3|16180|6260000|2022-07-01 05:57:03
19054|부산광역시 서구|2018|13|52083|111781|54986|56795|3.2|7996|6260000|2022-07-01 05:57:03
19055|부산광역시 동구|2018|12|43427|90389|44521|45868|2.6|9280|6260000|2022-07-01 05:57:03
19056|부산광역시 영도구|2018|11|55696|124655|61900|62755|3.5|8785|6260000|2022-07-01 05:57:03
19057|부산광역시 부산진구|2018|20|166427|372362|181325|191037|10.6|12550|6260000|2022-07-01 05:57:03
19058|부산광역시 동래구|2018|13|108786|271042|132704|138338|7.7|16298|6260000|2022-07-01 05:57:03
19059|부산광역시 남구|2018|17|114663|280739|137817|142922|8|10471|6260000|2022-07-01 05:57:03
19060|부산광역시 북구|2018|13|120142|303468|150483|152985|8.6|7708|6260000|2022-07-01 05:57:03
19061|부산광역시 해운대구|2018|18|165796|417100|202104|214996|11.9|8104|6260000|2022-07-01 05:57:03
19062|부산광역시 사하구|2018|16|138305|337096|168957|168139|9.6|8047|6260000|2022-07-01 05:57:03
19063|부산광역시 금정구|2018|17|105526|249289|122067|127222|7.1|3819|6260000|2022-07-01 05:57:03
19064|부산광역시 강서구|2018|8|48407|124002|65949|58053|3.5|683|6260000|2022-07-01 05:57:03
19065|부산광역시 연제구|2018|12|86036|206953|100495|106458|5.9|17104|6260000|2022-07-01 05:57:03
19066|부산광역시 수영구|2018|10|80017|181051|86239|94812|5.2|17733|6260000|2022-07-01 05:57:03
19067|부산광역시 사상구|2018|12|97094|233294|118477|114817|6.6|6464|6260000|2022-07-01 05:57:03
19068|부산광역시 기장군|2018|5|66296|164684|81939|82745|4.7|754|6260000|2022-07-01 05:57:03
19069|부산광역시|2018|206|1472729|3511157|1731259|1779898|100|4560|6260000|2022-07-01 05:57:03
19070|부산광역시 중구|2018|9|23207|45698|22669|23029|1.3|16148|6260000|2022-07-01 05:57:03
19071|부산광역시 서구|2018|13|52129|111612|54873|56739|3.2|7984|6260000|2022-07-01 05:57:03
19072|부산광역시 동구|2018|12|43386|90230|44421|45809|2.6|9264|6260000|2022-07-01 05:57:03
19073|부산광역시 영도구|2018|11|55651|124343|61731|62612|3.5|8763|6260000|2022-07-01 05:57:03
19074|부산광역시 부산진구|2018|20|166423|371721|180953|190768|10.6|12529|6260000|2022-07-01 05:57:03
19075|부산광역시 동래구|2018|13|108922|270983|132653|138330|7.7|16295|6260000|2022-07-01 05:57:03
19076|부산광역시 남구|2018|17|115129|281855|138464|143391|8|10513|6260000|2022-07-01 05:57:03
19077|부산광역시 북구|2018|13|120123|303031|150206|152825|8.6|7697|6260000|2022-07-01 05:57:03
19078|부산광역시 해운대구|2018|18|165857|416930|201965|214965|11.9|8100|6260000|2022-07-01 05:57:03
19079|부산광역시 사하구|2018|16|138368|336663|168754|167909|9.6|8037|6260000|2022-07-01 05:57:03
19080|부산광역시 금정구|2018|17|105641|249034|121981|127053|7.1|3815|6260000|2022-07-01 05:57:03
19081|부산광역시 강서구|2018|8|48547|124276|66086|58190|3.5|685|6260000|2022-07-01 05:57:03
19082|부산광역시 연제구|2018|12|85983|206667|100353|106314|5.9|17080|6260000|2022-07-01 05:57:03
19083|부산광역시 수영구|2018|10|80001|180703|86021|94682|5.1|17699|6260000|2022-07-01 05:57:03
19084|부산광역시 사상구|2018|12|96931|232535|118088|114447|6.6|6443|6260000|2022-07-01 05:57:03
19085|부산광역시 기장군|2018|5|66431|164876|82041|82835|4.7|755|6260000|2022-07-01 05:57:03
19086|부산광역시|2018|206|1473233|3508576|1729823|1778753|100|4556|6260000|2022-07-01 05:57:03
19087|부산광역시 중구|2018|9|23173|45571|22603|22968|1.3|16103|6260000|2022-07-01 05:57:03
19088|부산광역시 서구|2018|13|52341|112109|55099|57010|3.2|8019|6260000|2022-07-01 05:57:03
19089|부산광역시 동구|2018|12|43347|90031|44330|45701|2.6|9243|6260000|2022-07-01 05:57:03
19090|부산광역시 영도구|2018|11|55578|123963|61557|62406|3.5|8736|6260000|2022-07-01 05:57:03
19091|부산광역시 부산진구|2018|20|166304|371134|180667|190467|10.6|12509|6260000|2022-07-01 05:57:03
18893|부산광역시 부산진구|2019-02|20|165252|363871|176657|187214|10.4|12264|6260000|2022-07-01 05:57:03
18894|부산광역시 동래구|2019-02|13|109051|268074|130922|137152|7.7|16120|6260000|2022-07-01 05:57:03
18895|부산광역시 남구|2019-02|17|117743|285228|140115|145113|8.2|10639|6260000|2022-07-01 05:57:03
18896|부산광역시 북구|2019-02|13|119906|298093|147827|150266|8.5|7572|6260000|2022-07-01 05:57:03
18897|부산광역시 해운대구|2019-02|18|167223|414258|200209|214049|11.9|8049|6260000|2022-07-01 05:57:03
18898|부산광역시 사하구|2019-02|16|138418|330928|165817|165111|9.5|7923|6260000|2022-07-01 05:57:03
18899|부산광역시 금정구|2019-02|17|106628|247032|120806|126226|7.1|3784|6260000|2022-07-01 05:57:03
18900|부산광역시 강서구|2019-02|8|51556|130928|69450|61478|3.8|721|6260000|2022-07-01 05:57:03
18901|부산광역시 연제구|2019-02|12|88520|209641|101496|108145|6|17326|6260000|2022-07-01 05:57:03
18902|부산광역시 수영구|2019-02|10|80050|177849|84539|93310|5.1|17419|6260000|2022-07-01 05:57:03
18903|부산광역시 사상구|2019-02|12|96667|227760|115556|112204|6.5|6311|6260000|2022-07-01 05:57:03
18904|부산광역시 기장군|2019-02|5|68155|167132|83160|83972|4.8|766|6260000|2022-07-01 05:57:03
18905|부산광역시|2019-03|206|1485852|3487142|1716545|1770597|100|4529|6260000|2022-07-01 05:57:03
18906|부산광역시 중구|2019-03|9|23043|44635|22163|22472|1.3|15772|6260000|2022-07-01 05:57:03
18907|부산광역시 서구|2019-03|13|53074|112376|55087|57289|3.2|8038|6260000|2022-07-01 05:57:03
18908|부산광역시 동구|2019-03|12|43306|88825|43727|45098|2.5|9120|6260000|2022-07-01 05:57:03
18909|부산광역시 영도구|2019-03|11|55222|121063|60039|61024|3.5|8526|6260000|2022-07-01 05:57:03
18910|부산광역시 부산진구|2019-03|20|165268|363231|176241|186990|10.4|12242|6260000|2022-07-01 05:57:03
18911|부산광역시 동래구|2019-03|13|109355|268451|131062|137389|7.7|16143|6260000|2022-07-01 05:57:03
18912|부산광역시 남구|2019-03|17|117873|285083|139979|145104|8.2|10633|6260000|2022-07-01 05:57:03
18913|부산광역시 북구|2019-03|13|119828|297280|147376|149904|8.5|7551|6260000|2022-07-01 05:57:03
18914|부산광역시 해운대구|2019-03|18|167490|413911|199992|213919|11.9|8042|6260000|2022-07-01 05:57:03
18915|부산광역시 사하구|2019-03|16|138649|330626|165597|165029|9.5|7915|6260000|2022-07-01 05:57:03
18916|부산광역시 금정구|2019-03|17|106787|247105|120741|126364|7.1|3785|6260000|2022-07-01 05:57:03
18917|부산광역시 강서구|2019-03|8|51817|131403|69675|61728|3.8|724|6260000|2022-07-01 05:57:03
18918|부산광역시 연제구|2019-03|12|88757|209846|101552|108294|6|17343|6260000|2022-07-01 05:57:03
18919|부산광역시 수영구|2019-03|10|80138|177795|84444|93351|5.1|17414|6260000|2022-07-01 05:57:03
18920|부산광역시 사상구|2019-03|12|96900|228243|115627|112616|6.5|6324|6260000|2022-07-01 05:57:03
18921|부산광역시 기장군|2019-03|5|68345|167269|83243|84026|4.8|766|6260000|2022-07-01 05:57:03
18922|부산광역시|2019-04|206|1487469|3484179|1714664|1769515|100|4525|6260000|2022-07-01 05:57:03
18923|부산광역시 중구|2019-04|9|23051|44575|22152|22423|1.3|15751|6260000|2022-07-01 05:57:03
18924|부산광역시 서구|2019-04|13|53059|112094|54889|57205|3.2|8018|6260000|2022-07-01 05:57:03
18925|부산광역시 동구|2019-04|12|43319|88710|43681|45029|2.5|9108|6260000|2022-07-01 05:57:03
18926|부산광역시 영도구|2019-04|11|55196|120912|59959|60953|3.5|8515|6260000|2022-07-01 05:57:03
18927|부산광역시 부산진구|2019-04|20|165173|362312|175733|186579|10.4|12211|6260000|2022-07-01 05:57:03
18928|부산광역시 동래구|2019-04|13|109660|268778|131189|137589|7.7|16162|6260000|2022-07-01 05:57:03
18929|부산광역시 남구|2019-04|17|117969|284870|139822|145048|8.2|10626|6260000|2022-07-01 05:57:03
18930|부산광역시 북구|2019-04|13|119722|296583|147017|149566|8.5|7533|6260000|2022-07-01 05:57:03
18931|부산광역시 해운대구|2019-04|18|167666|413611|199741|213870|11.9|8036|6260000|2022-07-01 05:57:03
18932|부산광역시 사하구|2019-04|16|138682|330049|165279|164770|9.5|7902|6260000|2022-07-01 05:57:03
18933|부산광역시 금정구|2019-04|17|106881|246812|120564|126248|7.1|3781|6260000|2022-07-01 05:57:03
18934|부산광역시 강서구|2019-04|8|52038|131816|69863|61953|3.8|726|6260000|2022-07-01 05:57:03
18935|부산광역시 연제구|2019-04|12|89325|210736|101963|108773|6|17416|6260000|2022-07-01 05:57:03
18936|부산광역시 수영구|2019-04|10|80194|177437|84280|93157|5.1|17379|6260000|2022-07-01 05:57:03
18937|부산광역시 사상구|2019-04|12|97021|227635|115331|112304|6.5|6307|6260000|2022-07-01 05:57:03
18938|부산광역시 기장군|2019-04|5|68513|167249|83201|84048|4.8|766|6260000|2022-07-01 05:57:03
18939|부산광역시|2019-05|206|1489073|3481742|1713072|1768670|100|4522|6260000|2022-07-01 05:57:03
18940|부산광역시 중구|2019-05|9|23037|44436|22108|22328|1.3|15702|6260000|2022-07-01 05:57:03
18941|부산광역시 서구|2019-05|13|53055|111861|54761|57100|3.2|8002|6260000|2022-07-01 05:57:03
18942|부산광역시 동구|2019-05|12|43356|88547|43590|44957|2.5|9091|6260000|2022-07-01 05:57:03
18943|부산광역시 영도구|2019-05|11|55197|120651|59810|60841|3.5|8497|6260000|2022-07-01 05:57:03
18944|부산광역시 부산진구|2019-05|20|165287|361869|175487|186382|10.4|12196|6260000|2022-07-01 05:57:03
18945|부산광역시 동래구|2019-05|13|109791|268792|131143|137649|7.7|16163|6260000|2022-07-01 05:57:03
18946|부산광역시 남구|2019-05|17|118283|284946|139826|145120|8.2|10628|6260000|2022-07-01 05:57:03
18947|부산광역시 북구|2019-05|13|119648|295949|146665|149284|8.5|7517|6260000|2022-07-01 05:57:03
18948|부산광역시 해운대구|2019-05|18|167782|413160|199482|213678|11.9|8027|6260000|2022-07-01 05:57:03
18949|부산광역시 사하구|2019-05|16|138744|329550|165035|164515|9.5|7890|6260000|2022-07-01 05:57:03
18950|부산광역시 금정구|2019-05|17|106994|246597|120403|126194|7.1|3778|6260000|2022-07-01 05:57:03
18951|부산광역시 강서구|2019-05|8|52192|132181|70018|62163|3.8|728|6260000|2022-07-01 05:57:03
18952|부산광역시 해운대구|2018|18|166035|415896|201333|214563|11.9|8080|6260000|2022-07-01 05:57:03
18953|부산광역시 사하구|2018|16|138372|335244|168016|167228|9.6|8003|6260000|2022-07-01 05:57:03
18954|부산광역시 금정구|2018|17|105697|248256|121632|126624|7.1|3804|6260000|2022-07-01 05:57:03
18955|부산광역시 강서구|2018|8|48952|125230|66512|58718|3.6|690|6260000|2022-07-01 05:57:03
18956|부산광역시 연제구|2018|12|86080|206207|100062|106145|5.9|17042|6260000|2022-07-01 05:57:03
18957|부산광역시 수영구|2018|10|79662|179164|85225|93939|5.1|17548|6260000|2022-07-01 05:57:03
18958|부산광역시 사상구|2018|12|96606|230677|117148|113529|6.6|6392|6260000|2022-07-01 05:57:03
18959|부산광역시 기장군|2018|5|67039|165784|82470|83314|4.7|759|6260000|2022-07-01 05:57:03
18960|부산광역시|2018|206|1475668|3501436|1725901|1775535|100|4547|6260000|2022-07-01 05:57:03
18961|부산광역시 중구|2018|9|23025|45121|22413|22708|1.3|15944|6260000|2022-07-01 05:57:03
18962|부산광역시 서구|2018|13|52642|112620|55272|57348|3.2|8056|6260000|2022-07-01 05:57:03
18963|부산광역시 동구|2018|12|43222|89422|44057|45365|2.6|9181|6260000|2022-07-01 05:57:03
18964|부산광역시 영도구|2018|11|55411|123118|61154|61964|3.5|8676|6260000|2022-07-01 05:57:03
18965|부산광역시 부산진구|2018|20|165751|368516|179305|189211|10.5|12420|6260000|2022-07-01 05:57:03
18966|부산광역시 동래구|2018|13|109177|270355|132204|138151|7.7|16257|6260000|2022-07-01 05:57:03
18967|부산광역시 남구|2018|17|116684|285220|140198|145022|8.1|10639|6260000|2022-07-01 05:57:03
18968|부산광역시 북구|2018|13|120079|301476|149453|152023|8.6|7658|6260000|2022-07-01 05:57:03
