"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","비상시설위치","시설구분명","시설명건물명","해제일자",
"2267","민방위대피시설","11_46_02_P","3310000","3310000-S198900002","19890102","20110830","04","취소/말소/만료/정지/중지","19","사용중지","20110830","","","","","644","","부산광역시 남구 대연동  1764-7","","","리오리오호텔","20131213194836","I","2018-08-31 23:59:59.0","","","","부산광역시 남구 대연동  1764-7","공공시설","리오리오호텔","20110830",
"2268","민방위대피시설","11_46_02_P","3310000","3310000-S200000012","20001001","20060523","04","취소/말소/만료/정지/중지","19","사용중지","20060523","","","","","515.7","","부산광역시 남구 문현동  395","","","삼성아파트 108동","20131213194836","I","2018-08-31 23:59:59.0","","","","부산광역시 남구 문현동  395","공공시설","삼성아파트 108동","20060523",
"2269","민방위대피시설","11_46_02_P","3310000","3310000-S197900001","19790102","20160119","04","취소/말소/만료/정지/중지","19","사용중지","20160119","","","","","3410","","부산광역시 남구 대연동 1756번지 9호","부산광역시 남구  천제등로  11 (대연동)","608021","동성하이타운","20160308102234","I","2018-08-31 23:59:59.0","","390195.849928239","183602.493480869","부산광역시 남구 대연동 1756번지 9호","공공시설","동성하이타운","20160119",
"2270","민방위대피시설","11_46_02_P","3310000","3310000-S198400001","19840101","20110908","04","취소/말소/만료/정지/중지","19","사용중지","20110908","","","","","63","","부산광역시 남구 용호동  533번지 23  호","","","용호4동사무소","20131213194836","I","2018-08-31 23:59:59.0","","","","부산광역시 남구 용호동  533번지 23  호","공공시설","용호4동사무소","20110908",
"2271","민방위대피시설","11_46_02_P","3310000","3310000-S199100009","19911210","20060523","04","취소/말소/만료/정지/중지","19","사용중지","20060523","","","","","396.7","","부산광역시 남구 우암동  25","","","자유1차 지하상가","20131213194836","I","2018-08-31 23:59:59.0","","","","부산광역시 남구 우암동  25","공공시설","자유1차 지하상가","20060523",
"2272","민방위대피시설","11_46_02_P","3310000","3310000-S199300003","19930602","20120416","04","취소/말소/만료/정지/중지","19","사용중지","20120416","","","","","227","","부산광역시 남구 용호3동 392번지 6호","","","동림빌라B동","20131213194836","I","2018-08-31 23:59:59.0","","","","부산광역시 남구 용호3동 392번지 6호","공공시설","동림빌라B동","20120416",
"2273","민방위대피시설","11_46_02_P","3310000","3310000-S200000005","20001001","20060523","04","취소/말소/만료/정지/중지","19","사용중지","20060523","","","","","155.37","","부산광역시 남구 문현동  395","","","삼성아파트 101동","20131213194836","I","2018-08-31 23:59:59.0","","","","부산광역시 남구 문현동  395","공공시설","삼성아파트 101동","20060523",
"2274","민방위대피시설","11_46_02_P","3310000","3310000-S199200009","19921001","20060523","04","취소/말소/만료/정지/중지","19","사용중지","20060523","","","","","297.52","","부산광역시 남구 우암동  25  -1","","","자유2차 상가","20131213194836","I","2018-08-31 23:59:59.0","","","","부산광역시 남구 우암동  25  -1","공공시설","자유2차 상가","20060523",
"2275","민방위대피시설","11_46_02_P","3310000","3310000-S200000006","20001001","20060523","04","취소/말소/만료/정지/중지","19","사용중지","20060523","","","","","204.96","","부산광역시 남구 문현동    395","","","삼성아파트 102동","20131213194836","I","2018-08-31 23:59:59.0","","","","부산광역시 남구 문현동    395","공공시설","삼성아파트 102동","20060523",
"2276","민방위대피시설","11_46_02_P","3310000","3310000-S200000018","20001001","20060523","04","취소/말소/만료/정지/중지","19","사용중지","20060523","","","","","330.58","","부산광역시 남구 문현동  395","","","삼성아파트 114동","20131213194836","I","2018-08-31 23:59:59.0","","","","부산광역시 남구 문현동  395","공공시설","삼성아파트 114동","20060523",
"2277","민방위대피시설","11_46_02_P","3310000","3310000-S198800007","19881109","20160126","04","취소/말소/만료/정지/중지","19","사용중지","20160126","","","","","545","","부산광역시 남구 용호동 536번지 18호 협진태양아파트","부산광역시 남구 용호로198번길 37 (용호동, 협진태양아파트)","608838","협진태양아파트 1동","20160126174835","I","2018-08-31 23:59:59.0","","392113.888775286","181456.324281619","부산광역시 남구 용호동 536번지 18호 협진태양아파트","공공시설","협진태양아파트 1동","20160126",
"2278","민방위대피시설","11_46_02_P","3310000","3310000-S200000008","20001001","20060523","04","취소/말소/만료/정지/중지","19","사용중지","20060523","","","","","413.23","","부산광역시 남구 문현동  395","","","삼성아파트 104동","20131213194836","I","2018-08-31 23:59:59.0","","","","부산광역시 남구 문현동  395","공공시설","삼성아파트 104동","20060523",
"2279","민방위대피시설","11_46_02_P","3310000","3310000-S198400002","19840101","20080718","04","취소/말소/만료/정지/중지","19","사용중지","20080718","","","","","192","","부산광역시 남구 용호동  486-9","","","장안조구","20131213194836","I","2018-08-31 23:59:59.0","","","","부산광역시 남구 용호동  486-9","공공시설","장안조구","20080718",
"2280","민방위대피시설","11_46_02_P","3310000","3310000-S198800008","19881109","20160126","04","취소/말소/만료/정지/중지","19","사용중지","20160126","","","","","681","","부산광역시 남구 용호동 536번지 18호 협진태양아파트","부산광역시 남구 용호로198번길 37 (용호동, 협진태양아파트)","608838","협진태양아파트 2동","20160126174907","I","2018-08-31 23:59:59.0","","392113.888775286","181456.324281619","부산광역시 남구 용호동 536번지 18호 협진태양아파트","공공시설","협진태양아파트 2동","20160126",
"2281","민방위대피시설","11_46_02_P","3310000","3310000-S198900004","19890101","20110907","04","취소/말소/만료/정지/중지","19","사용중지","20110907","","","","","401","","부산광역시 남구 용호동  481-8","","","동방파크상가","20131213194836","I","2018-08-31 23:59:59.0","","","","부산광역시 남구 용호동  481-8","공공시설","동방파크상가","20110907",
"2282","민방위대피시설","11_46_02_P","3310000","3310000-S200200005","20020408","20060523","04","취소/말소/만료/정지/중지","19","사용중지","20060523","","","","","1342.15","","부산광역시 남구 용당동  505 동명대학산학협력관","","","동명대학산학협력관","20060525000000","I","2018-08-31 23:59:59.0","","","","부산광역시 남구 용당동  505 동명대학산학협력관","공공시설","동명대학산학협력관","20060523",
"2283","민방위대피시설","11_46_02_P","3310000","3310000-S199500002","19950123","20070831","04","취소/말소/만료/정지/중지","19","사용중지","20070831","","","","","155.37","","부산광역시 남구 문현동  805","","","동천맨션","20131213194836","I","2018-08-31 23:59:59.0","","","","부산광역시 남구 문현동  805","공공시설","동천맨션","20070831",
"2284","민방위대피시설","11_46_02_P","3310000","3310000-S200200006","20020408","20060523","04","취소/말소/만료/정지/중지","19","사용중지","20060523","","","","","99.17","","부산광역시 남구 용당동  505 동명대학용마관","","","동명대학용마관","20060525000000","I","2018-08-31 23:59:59.0","","","","부산광역시 남구 용당동  505 동명대학용마관","공공시설","동명대학용마관","20060523",
"2285","민방위대피시설","11_46_02_P","3310000","3310000-S199500004","19950123","20160809","04","취소/말소/만료/정지/중지","19","사용중지","20160809","","","","","336","","부산광역시 남구 문현동 598번지 5호 성은교회","부산광역시 남구 전포대로92번나길 19 (문현동, 성은교회)","608826","성은교회","20160809135657","I","2018-08-31 23:59:59.0","","388400.124000634","184917.879516919","부산광역시 남구 문현동 598번지 5호 성은교회","공공시설","성은교회","20160809",
"2286","민방위대피시설","11_46_02_P","3310000","3310000-S199500005","19950123","20070831","04","취소/말소/만료/정지/중지","19","사용중지","20070831","","","","","155.37","","부산광역시 남구 문현동  545번지  84  호","","","남문교회","20131213194836","I","2018-08-31 23:59:59.0","","","","부산광역시 남구 문현동  545번지  84  호","공공시설","남문교회","20070831",
"2287","민방위대피시설","11_46_02_P","3310000","3310000-S199500006","19950123","20150312","04","취소/말소/만료/정지/중지","19","사용중지","20150312","","","","","370","","부산광역시 남구 문현동 640번지 1호","부산광역시 남구 전포대로 64 (문현동)","","부산은행문현동지점","20150312164010","I","2018-08-31 23:59:59.0","","","","부산광역시 남구 문현동 640번지 1호","공공시설","부산은행문현동지점","20150312",
"2288","민방위대피시설","11_46_02_P","3310000","3310000-S199500007","19950123","20070831","04","취소/말소/만료/정지/중지","19","사용중지","20070831","","","","","99.17","","부산광역시 남구 문현동  470","","","삼원FA","20131213194836","I","2018-08-31 23:59:59.0","","","","부산광역시 남구 문현동  470","공공시설","삼원FA","20070831",
"2289","민방위대피시설","11_46_02_P","3310000","3310000-S198200004","19821215","20161219","04","취소/말소/만료/정지/중지","19","사용중지","20161219","","","","","495","","부산광역시 남구 대연동 430번지 1호","부산광역시 남구 용소로 45 (대연동, 부경대학교대연캠퍼스)","48513","부경대학교 7호관","20161219163155","I","2018-08-31 23:59:59.0","","392222.63567800000","184336.34946900000","부산광역시 남구 대연동 430번지 1호","공공시설","부경대학교 7호관","20161219",
"2290","민방위대피시설","11_46_02_P","3310000","3310000-S198500001","19851230","20080718","04","취소/말소/만료/정지/중지","19","사용중지","20080718","","","","","663","","부산광역시 남구 대연동  599","","","부경대 기숙사","20080718171020","I","2018-08-31 23:59:59.0","","","","부산광역시 남구 대연동  599","공공시설","부경대 기숙사","20080718",
"2291","민방위대피시설","11_46_02_P","3310000","3310000-S198400004","19840908","20060523","04","취소/말소/만료/정지/중지","19","사용중지","20060523","","","","","740.5","","부산광역시 남구 대연동  115","","","경성대 상경대학","20060525000000","I","2018-08-31 23:59:59.0","","","","부산광역시 남구 대연동  115","공공시설","경성대 상경대학","20060523",
"2292","민방위대피시설","11_46_02_P","3310000","3310000-S198600002","19860908","20060523","04","취소/말소/만료/정지/중지","19","사용중지","20060523","","","","","833.06","","부산광역시 남구 대연동  114","","","경성대 법정대학","20060525000000","I","2018-08-31 23:59:59.0","","","","부산광역시 남구 대연동  114","공공시설","경성대 법정대학","20060523",
"2293","민방위대피시설","11_46_02_P","3310000","3310000-S198800005","19880727","20060523","04","취소/말소/만료/정지/중지","19","사용중지","20060523","","","","","727.28","","부산광역시 남구 대연동  43","","","경성대 문과대학","20060525000000","I","2018-08-31 23:59:59.0","","","","부산광역시 남구 대연동  43","공공시설","경성대 문과대학","20060523",
"2294","민방위대피시설","11_46_02_P","3310000","3310000-S198500002","19851223","20060523","04","취소/말소/만료/정지/중지","19","사용중지","20060523","","","","","528.93","","부산광역시 남구 대연동  455","","","반도보라 1동","20131213194836","I","2018-08-31 23:59:59.0","","","","부산광역시 남구 대연동  455","공공시설","반도보라 1동","20060523",
"2295","민방위대피시설","11_46_02_P","3310000","3310000-S198900007","19890724","20110907","04","취소/말소/만료/정지/중지","19","사용중지","20110907","","","","","151","","부산광역시 남구 대연동  1036번지  1   호","","","성광의자","20131213194836","I","2018-08-31 23:59:59.0","","","","부산광역시 남구 대연동  1036번지  1   호","공공시설","성광의자","20110907",
"2296","민방위대피시설","11_46_02_P","3310000","3310000-S198900008","19890831","20110907","04","취소/말소/만료/정지/중지","19","사용중지","20110907","","","","","165","","부산광역시 남구 대연동  1037번지  4   호","","","김동준 포토랜드","20131213194836","I","2018-08-31 23:59:59.0","","","","부산광역시 남구 대연동  1037번지  4   호","공공시설","김동준 포토랜드","20110907",
"2297","민방위대피시설","11_46_02_P","3310000","3310000-S198900009","19891228","20110907","04","취소/말소/만료/정지/중지","19","사용중지","20110907","","","","","169","","부산광역시 남구 대연동  1121번지  3   호","","","벧엘침술원","20131213194836","I","2018-08-31 23:59:59.0","","","","부산광역시 남구 대연동  1121번지  3   호","공공시설","벧엘침술원","20110907",
"2298","민방위대피시설","11_46_02_P","3310000","3310000-S199100003","19910607","20070831","04","취소/말소/만료/정지/중지","19","사용중지","20070831","","","","","76.03","","부산광역시 남구 대연동  1061번지  7   호","","","건형설비","20131213194836","I","2018-08-31 23:59:59.0","","","","부산광역시 남구 대연동  1061번지  7   호","공공시설","건형설비","20070831",
"2299","민방위대피시설","11_46_02_P","3310000","3310000-S199300012","19930522","20070831","04","취소/말소/만료/정지/중지","19","사용중지","20070831","","","","","82.65","","부산광역시 남구 대연동  766번지  1   호","","","삼영빌라 A동","20131213194836","I","2018-08-31 23:59:59.0","","","","부산광역시 남구 대연동  766번지  1   호","공공시설","삼영빌라 A동","20070831",
"2300","민방위대피시설","11_46_02_P","3310000","3310000-S199300013","19930702","20070831","04","취소/말소/만료/정지/중지","19","사용중지","20070831","","","","","95.87","","부산광역시 남구 대연동  936번지  16  호","","","두산토파스","20131213194836","I","2018-08-31 23:59:59.0","","","","부산광역시 남구 대연동  936번지  16  호","공공시설","두산토파스","20070831",
"2301","민방위대피시설","11_46_02_P","3310000","3310000-S198700001","19960227","20050802","04","취소/말소/만료/정지/중지","19","사용중지","20050802","","","","","4578","","부산광역시 남구 대연동  1170번지  2   호","","","대연대우아파트","20131213194836","I","2018-08-31 23:59:59.0","","","","부산광역시 남구 대연동  1170번지  2   호","공공시설","대연대우아파트","20050802",
"2302","민방위대피시설","11_46_02_P","3310000","3310000-S197800001","19780912","20120522","04","취소/말소/만료/정지/중지","19","사용중지","20120522","","","","","462","","부산광역시 남구 대연동  879번지  5   호","","","청자아파트","20131213194836","I","2018-08-31 23:59:59.0","","","","부산광역시 남구 대연동  879번지  5   호","공공시설","청자아파트","20120522",
"2303","민방위대피시설","11_46_02_P","3310000","3310000-S197800002","19781010","20120522","04","취소/말소/만료/정지/중지","19","사용중지","20120522","","","","","264","","부산광역시 남구 대연동  892번지  10  호","","","대성아파트","20131213194836","I","2018-08-31 23:59:59.0","","","","부산광역시 남구 대연동  892번지  10  호","공공시설","대성아파트","20120522",
"2304","민방위대피시설","11_46_02_P","3310000","3310000-S199400006","19940720","20120522","04","취소/말소/만료/정지/중지","19","사용중지","20120522","","","","","221","","부산광역시 남구 대연동  1729번지  9   호","","","초원별장","20131213194836","I","2018-08-31 23:59:59.0","","","","부산광역시 남구 대연동  1729번지  9   호","공공시설","초원별장","20120522",
"2305","민방위대피시설","11_46_02_P","3310000","3310000-S199300014","19930802","20070831","04","취소/말소/만료/정지/중지","19","사용중지","20070831","","","","","105.79","","부산광역시 남구 대연동  767","","","문화빌라","20131213194836","I","2018-08-31 23:59:59.0","","","","부산광역시 남구 대연동  767","공공시설","문화빌라","20070831",
"2306","민방위대피시설","11_46_02_P","3310000","3310000-S200100001","20010703","20060523","04","취소/말소/만료/정지/중지","19","사용중지","20060523","","","","","8852.93","","부산광역시 남구 대연동  243","","","청구아파트 제2주차장","20131213194836","I","2018-08-31 23:59:59.0","","","","부산광역시 남구 대연동  243","공공시설","청구아파트 제2주차장","20060523",
"2307","민방위대피시설","11_46_02_P","3310000","3310000-S198400016","19840818","20120522","04","취소/말소/만료/정지/중지","19","사용중지","20120522","","","","","561","","부산광역시 남구 대연동  327번지  15  호","","","제일은행","20131213194836","I","2018-08-31 23:59:59.0","","","","부산광역시 남구 대연동  327번지  15  호","공공시설","제일은행","20120522",
"2308","민방위대피시설","11_46_02_P","3310000","3310000-S199000016","19900331","20060523","04","취소/말소/만료/정지/중지","19","사용중지","20060523","","","","","750.42","","부산광역시 남구 용호동  179번지","","","남부운전면허시험장","20060525000000","I","2018-08-31 23:59:59.0","","","","부산광역시 남구 용호동  179번지","공공시설","남부운전면허시험장","20060523",
"2309","민방위대피시설","11_46_02_P","3310000","3310000-S200300002","20030821","20110908","04","취소/말소/만료/정지/중지","19","사용중지","20110908","","","","","119","","부산광역시 남구 용호동  393번지  4   호","","","해누리어린이집","20131213194836","I","2018-08-31 23:59:59.0","","","","부산광역시 남구 용호동  393번지  4   호","공공시설","해누리어린이집","20110908",
"2310","민방위대피시설","11_46_02_P","3310000","3310000-S198800018","19880408","20060523","04","취소/말소/만료/정지/중지","19","사용중지","20060523","","","","","36.36","","부산광역시 남구 대연동  1241번지  2   호 (대연2동사무소)","","","대연2동사무소","20131213194836","I","2018-08-31 23:59:59.0","","","","부산광역시 남구 대연동  1241번지  2   호 (대연2동사무소)","공공시설","대연2동사무소","20060523",
"2311","민방위대피시설","11_46_02_P","3310000","3310000-S198000009","19801107","20030501","04","취소/말소/만료/정지/중지","19","사용중지","20030501","","","","","63","","부산광역시 남구 대연6동 1768-3","","","대연6동사무소","20131213194836","I","2018-08-31 23:59:59.0","","","","부산광역시 남구 대연6동 1768-3","공공시설","대연6동사무소","20030501",
"2312","민방위대피시설","11_46_02_P","3310000","3310000-S199100010","19910720","20030905","04","취소/말소/만료/정지/중지","19","사용중지","20030905","","","","","1016","","부산광역시 남구 문현4동 815","","","한일오피스텔 지하2층","20131213194836","I","2018-08-31 23:59:59.0","","","","부산광역시 남구 문현4동 815","공공시설","한일오피스텔 지하2층","20030905",
"2313","민방위대피시설","11_46_02_P","3310000","3310000-S199100011","19910720","20060523","04","취소/말소/만료/정지/중지","19","사용중지","20060523","","","","","826.45","","부산광역시 남구 문현4동 815","","","한일오피스텔 지하1층","20131213194836","I","2018-08-31 23:59:59.0","","","","부산광역시 남구 문현4동 815","공공시설","한일오피스텔 지하1층","20060523",
"2314","민방위대피시설","11_46_02_P","3310000","3310000-S198100006","19810330","20040806","04","취소/말소/만료/정지/중지","19","사용중지","20040806","","","","","330","","부산광역시 남구 대연동  1773","","","태평양아파트 상가동","20131213194836","I","2018-08-31 23:59:59.0","","","","부산광역시 남구 대연동  1773","공공시설","태평양아파트 상가동","20040806",
"2315","민방위대피시설","11_46_02_P","3310000","3310000-S200500004","20051229","20140424","04","취소/말소/만료/정지/중지","19","사용중지","20140424","","","","","299","","부산광역시 남구 대연동 1595번지 15호","부산광역시 남구 남구청1길 27 (대연동)","","대원검도장","20140514090821","I","2018-08-31 23:59:59.0","","","","부산광역시 남구 대연동 1595번지 15호","공공시설","대원검도장","20140424",
"2316","민방위대피시설","11_46_02_P","3310000","3310000-S199100012","19911016","20060523","04","취소/말소/만료/정지/중지","19","사용중지","20060523","","","","","231.41","","부산광역시 남구 대연동  1763","","","원곡빌딩","20131213194836","I","2018-08-31 23:59:59.0","","","","부산광역시 남구 대연동  1763","공공시설","원곡빌딩","20060523",
"2317","민방위대피시설","11_46_02_P","3310000","3310000-S200100002","20010220","20060523","04","취소/말소/만료/정지/중지","19","사용중지","20060523","","","","","786.78","","부산광역시 남구 대연동  245","","","삼익그린104동","20131213194836","I","2018-08-31 23:59:59.0","","","","부산광역시 남구 대연동  245","공공시설","삼익그린104동","20060523",
"2318","민방위대피시설","11_46_02_P","3310000","3310000-S198300001","19831202","20030825","04","취소/말소/만료/정지/중지","19","사용중지","20030825","","","","","76","","부산광역시 남구 용당동  190 (주)대정 조립부","","","(주)대정 조립부","20131213194836","I","2018-08-31 23:59:59.0","","","","부산광역시 남구 용당동  190 (주)대정 조립부","공공시설","(주)대정 조립부","20030825",
"2319","민방위대피시설","11_46_02_P","3310000","3310000-S199500023","19950101","20120416","04","취소/말소/만료/정지/중지","19","사용중지","20120416","","","","","70","","부산광역시 남구 용호동  394번지  20  호","","","용호3동새마을금고","20131213194836","I","2018-08-31 23:59:59.0","","","","부산광역시 남구 용호동  394번지  20  호","공공시설","용호3동새마을금고","20120416",
"2320","민방위대피시설","11_46_02_P","3310000","3310000-S199000003","19901016","20030825","04","취소/말소/만료/정지/중지","19","사용중지","20030825","","","","","132","","부산광역시 남구 용당동  592 정화레포츠","","","정화레포츠","20131213194836","I","2018-08-31 23:59:59.0","","","","부산광역시 남구 용당동  592 정화레포츠","공공시설","정화레포츠","20030825",
"2321","민방위대피시설","11_46_02_P","3310000","3310000-S199600012","19960123","20051107","04","취소/말소/만료/정지/중지","19","사용중지","20051107","","","","","231.41","","부산광역시 남구 대연동  967번지  2   호","","","대호아파트","20131213194836","I","2018-08-31 23:59:59.0","","","","부산광역시 남구 대연동  967번지  2   호","공공시설","대호아파트","20051107",
"2322","민방위대피시설","11_46_02_P","3310000","3310000-S199500003","19950123","20160809","04","취소/말소/만료/정지/중지","19","사용중지","20160809","","","","","175","","부산광역시 남구 문현동  786번지  30  호","부산광역시 남구 남동천로 62 (문현동, 성동교회)","48402","성동교회","20160809135558","I","2018-08-31 23:59:59.0","","388093.388839125","184517.005785449","부산광역시 남구 문현동  786번지  30  호","공공시설","성동교회","20160809",
"2323","민방위대피시설","11_46_02_P","3310000","3310000-S197700003","19770630","20060523","04","취소/말소/만료/정지/중지","19","사용중지","20060523","","","","","363.64","","부산광역시 남구 대연동  1758번지  9   호 (우리은행)","","","우리은행대연지점","20131213194836","I","2018-08-31 23:59:59.0","","","","부산광역시 남구 대연동  1758번지  9   호 (우리은행)","공공시설","우리은행대연지점","20060523",
"2324","민방위대피시설","11_46_02_P","3310000","3310000-S198800019","19880314","20151021","04","취소/말소/만료/정지/중지","19","사용중지","20151021","","","","","396","","부산광역시 남구 대연동  1087번지  5   호 (석포농협)","부산광역시 남구 석포로 131 (대연동, 대연농협석포지소)","48485","대연농협석포지소","20151026102932","I","2018-08-31 23:59:59.0","","390559.899063323","183118.196349211","부산광역시 남구 대연동  1087번지  5   호 (석포농협)","공공시설","대연농협석포지소","20151021",
"2325","민방위대피시설","11_46_02_P","3310000","3310000-S198800006","19880727","20060523","04","취소/말소/만료/정지/중지","19","사용중지","20060523","","","","","1586.78","","부산광역시 남구 대연동  110","","","경성대 예술대학","20060525000000","I","2018-08-31 23:59:59.0","","","","부산광역시 남구 대연동  110","공공시설","경성대 예술대학","20060523",
"2326","민방위대피시설","11_46_02_P","3310000","3310000-S200000010","20001001","20060523","04","취소/말소/만료/정지/중지","19","사용중지","20060523","","","","","363.64","","부산광역시 남구 문현동  395","","","삼성아파트 106동","20131213194836","I","2018-08-31 23:59:59.0","","","","부산광역시 남구 문현동  395","공공시설","삼성아파트 106동","20060523",
"2327","민방위대피시설","11_46_02_P","3310000","3310000-S198800010","19890412","20160126","04","취소/말소/만료/정지/중지","19","사용중지","20160126","","","","","328","","부산광역시 남구 용호동 481번지 6호 동부맨션","부산광역시 남구 용호로198번길 61 (용호동, 동부맨션)","608838","동부맨션","20160126175009","I","2018-08-31 23:59:59.0","","392174.152649751","181652.434470937","부산광역시 남구 용호동 481번지 6호 동부맨션","공공시설","동부맨션","20160126",
"2328","민방위대피시설","11_46_02_P","3310000","3310000-S200000016","20001001","20060523","04","취소/말소/만료/정지/중지","19","사용중지","20060523","","","","","363.64","","부산광역시 남구 문현동  395","","","삼성아파트 112동","20131213194836","I","2018-08-31 23:59:59.0","","","","부산광역시 남구 문현동  395","공공시설","삼성아파트 112동","20060523",
"2329","민방위대피시설","11_46_02_P","3310000","3310000-S200600001","20060523","20160105","04","취소/말소/만료/정지/중지","19","사용중지","20160105","","","","","125","","부산광역시 남구 우암동 189번지 3호","부산광역시 남구 동항로 78 (우암동, 백암탕)","48479","백암탕","20160105093911","I","2018-08-31 23:59:59.0","","388658.348957754","182912.02756299","부산광역시 남구 우암동 189번지 3호","공공시설","백암탕","20160105",
"2330","민방위대피시설","11_46_02_P","3310000","3310000-S199600001","19960603","20120416","04","취소/말소/만료/정지/중지","19","사용중지","20120416","","","","","445","","부산광역시 남구 용호동  69","","","화신아파트 1동","20131213194836","I","2018-08-31 23:59:59.0","","","","부산광역시 남구 용호동  69","공공시설","화신아파트 1동","20120416",
"2331","민방위대피시설","11_46_02_P","3310000","3310000-S199600002","19960603","20120416","04","취소/말소/만료/정지/중지","19","사용중지","20120416","","","","","232","","부산광역시 남구 용호동  69","","","화신아파트 3동","20131213194836","I","2018-08-31 23:59:59.0","","","","부산광역시 남구 용호동  69","공공시설","화신아파트 3동","20120416",
"2332","민방위대피시설","11_46_02_P","3310000","3310000-S199200001","19921205","20120416","04","취소/말소/만료/정지/중지","19","사용중지","20120416","","","","","269","","부산광역시 남구 용호동  519-5","","","경동아파트상가","20131213194836","I","2018-08-31 23:59:59.0","","","","부산광역시 남구 용호동  519-5","공공시설","경동아파트상가","20120416",
"2333","민방위대피시설","11_46_02_P","3310000","3310000-S199000008","19900101","20060523","04","취소/말소/만료/정지/중지","19","사용중지","20060523","","","","","1338.85","","부산광역시 남구 우암동 산  51  -3","","","외대중앙도서관지하","20060525000000","I","2018-08-31 23:59:59.0","","","","부산광역시 남구 우암동 산  51  -3","공공시설","외대중앙도서관지하","20060523",
"2334","민방위대피시설","11_46_02_P","3310000","3310000-S199300004","19930602","20120416","04","취소/말소/만료/정지/중지","19","사용중지","20120416","","","","","727","","부산광역시 남구 용호동391-13","","","용호레포츠","20131213194836","I","2018-08-31 23:59:59.0","","","","부산광역시 남구 용호동391-13","공공시설","용호레포츠","20120416",
"2335","민방위대피시설","11_46_02_P","3310000","3310000-S200000004","20000101","20050802","04","취소/말소/만료/정지/중지","19","사용중지","20050802","","","","","2023","","부산광역시 남구 문현동   21","","","지하도","20050802000000","I","2018-08-31 23:59:59.0","","","","부산광역시 남구 문현동   21","공공시설","지하도","20050802",
"2336","민방위대피시설","11_46_02_P","3310000","3310000-S199200003","19921205","20110908","04","취소/말소/만료/정지/중지","19","사용중지","20110908","","","","","165","","부산광역시 남구 용호동  519-5","","","경동아파트1-2","20131213194836","I","2018-08-31 23:59:59.0","","","","부산광역시 남구 용호동  519-5","공공시설","경동아파트1-2","20110908",
"2337","민방위대피시설","11_46_02_P","3310000","3310000-S199000001","19900828","20100809","04","취소/말소/만료/정지/중지","19","사용중지","20100809","","","","","280","","부산광역시 남구 감만동  13번지  1   호","","","동신교회","20131213194836","I","2018-08-31 23:59:59.0","","","","부산광역시 남구 감만동  13번지  1   호","공공시설","동신교회","20100809",
"2338","민방위대피시설","11_46_02_P","3310000","3310000-S199600010","19960125","20050802","04","취소/말소/만료/정지/중지","19","사용중지","20050802","","","","","125","","부산광역시 남구 대연동  918번지","","","부산공업고등학교","20050802000000","I","2018-08-31 23:59:59.0","","","","부산광역시 남구 대연동  918번지","공공시설","부산공업고등학교","20050802",
"2339","민방위대피시설","11_46_02_P","3310000","3310000-S199600011","19960119","20050802","04","취소/말소/만료/정지/중지","19","사용중지","20050802","","","","","353","","부산광역시 남구 대연동  948번지  1   호","","","시립박물관","20050802000000","I","2018-08-31 23:59:59.0","","","","부산광역시 남구 대연동  948번지  1   호","공공시설","시립박물관","20050802",
"2340","민방위대피시설","11_46_02_P","3310000","3310000-S198600003","19860908","20160420","04","취소/말소/만료/정지/중지","19","사용중지","20160420","","","","","148","","부산광역시 남구 대연동","부산광역시 남구 용소로 68 (대연동, 도로교통공단TBN부산교통방송)","48501","도로교통공단TBN부산교통방송","20160420100314","I","2018-08-31 23:59:59.0","","391513.720348695","183344.180700206","부산광역시 남구 대연동","공공시설","도로교통공단TBN부산교통방송","20160420",
"2341","민방위대피시설","11_46_02_P","3310000","3310000-S197400002","19741214","20150825","04","취소/말소/만료/정지/중지","19","사용중지","20150825","","","","","165","","부산광역시 남구 용호동 516번지 10호","부산광역시 남구 동명로152번길 93 (용호동, 용호시장)","48587","용호시장","20150826140919","I","2018-08-31 23:59:59.0","","392543.912546981","181589.698263333","부산광역시 남구 용호동 516번지 10호","공공시설","용호시장","20150825",
"2342","민방위대피시설","11_46_02_P","3310000","3310000-S198900013","19891007","20161107","04","취소/말소/만료/정지/중지","19","사용중지","20161107","","","","","204","","부산광역시 남구 용호동 532번지 25호","부산광역시 남구 용호로 201-1 (용호동, 대한노인회부산광역시남구지회 지하)","48591","오륙도노인대학 지하","20161107170502","I","2018-08-31 23:59:59.0","","392410.271937405","181492.723161014","부산광역시 남구 용호동 532번지 25호","공공시설","오륙도노인대학 지하","20161107",
"2343","민방위대피시설","11_46_02_P","3310000","3310000-S197600002","19760706","20160105","04","취소/말소/만료/정지/중지","19","사용중지","20160105","","","","","128","","부산광역시 남구 우암동 184번지 33호","부산광역시 남구 우암로 225 (우암동, (주)케이씨티씨)","48480","(주)KCTC","20160105093800","I","2018-08-31 23:59:59.0","","388823.27109976","182534.789342658","부산광역시 남구 우암동 184번지 33호","공공시설","(주)KCTC","20160105",
