"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","실험실면적","사업장구분명","영업소면적","위탁업체명","실험실지역코드","실험실우편번호","실험실산","실험실번지","실험실호","실험실통","실험실반","실험실특수주소","실험실특수주소동","실험실특수주소호","실험실도로명주소시군구코드","실험실도로명주소읍면동코드","실험실도로명주소읍면동구분","실험실도로명주소코드","실험실도로명특수주소","실험실도로명주소건물층구분","실험실도로명주소건물본번호","실험실도로명주소건물부번호","실험실도로명주소우편번호","사업자등록번호",
"108","환경전문공사업","09_30_16_P","6260000","626000009200800005","20080521","","03","폐업","Q","폐업","20090224","","","","","","611826","부산광역시 연제구 연산2동   1320번지 29호","부산광역시 연제구 중앙천로 73 (연산동)","611826","(주)벤스코(BENSCO)","20140730141951","I","2019-03-23 02:20:03.0","","389418.445758158","188805.625305903","","환경전문공사업","","","","","","","","","","","","","","","","","","","","","","",
"109","환경전문공사업","09_30_16_P","6260000","626000009200800006","20100115","","03","폐업","Q","폐업","20100226","","","","","","609809","부산광역시 금정구 금사동   37번지 10호 보림팩토피아 307","부산광역시 금정구 공단동로41번길 10, 307호 (금사동,보림팩토피아)","609809","(주)켄트","20100622164600","I","2019-03-23 02:20:03.0","","392606.376131233","193352.89036403","","환경전문공사업","","","","","","","","","","","","","","","","","","","","","","",
"110","환경전문공사업","09_30_16_P","6260000","626000009200800007","20100406","","03","폐업","Q","폐업","20141103","","","","","","613813","부산광역시 수영구 남천2동   7번지 4호","부산광역시 수영구 광남로 42 (남천동)","613813","(주)금양엔지니어링","20141105133914","I","2019-03-23 02:20:03.0","","392381.167898087","185058.798042638","","환경전문공사업","","","","","","","","","","","","","","","","","","","","","","",
"111","환경전문공사업","09_30_16_P","6260000","626000009200800008","20140502","","03","폐업","Q","폐업","20150721","","","","","","617801","부산광역시 사상구 감전동   161번지 4호","부산광역시 사상구 대동로 267 (감전동)","617801","(주)보국환경기술","20151202164051","I","2019-03-23 02:20:03.0","","380879.017753643","185372.682348691","","환경전문공사업","","","2653010500","617801","1","161","4","","","","","","","","","","","","","","","",
"112","환경전문공사업","09_30_16_P","6260000","626000009200800009","20090528","","03","폐업","Q","폐업","20100310","","","","","","617817","부산광역시 사상구 모라3동","","","(주)동현이엔씨","20100622164413","I","2019-03-23 02:20:03.0","","","","","환경전문공사업","","","","","","","","","","","","","","","","","","","","","","",
"113","환경전문공사업","09_30_16_P","6260000","626000009200800010","20081210","","03","폐업","Q","폐업","20090113","","","","","","617809","부산광역시 사상구 괘법동   580번지 21호","부산광역시 사상구 새벽로 195 (괘법동)","617809","(주)홍해환경산업","20090113113602","I","2019-03-23 02:20:03.0","","380672.60158062","186180.038153169","","환경전문공사업","","","","","","","","","","","","","","","","","","","","","","",
"114","환경전문공사업","09_30_16_P","6260000","626000009200800011","20081028","","03","폐업","Q","폐업","20090723","","","","","","618270","부산광역시 강서구 송정동   1559번지 3호","부산광역시 강서구 녹산산단261로87번길 22 (송정동)","618818","파나시아(주)","20090723193505","I","2019-03-23 02:20:03.0","","368042.296507967","179105.437740824","","환경전문공사업","","","","","","","","","","","","","","","","","","","","","","",
"115","환경전문공사업","09_30_16_P","6260000","626000009200900001","20191203","","03","폐업","Q","폐업","20200228","","","","","","","","부산광역시 사하구 다대로385번길 12 (다대동)","49514","(주)홍익환경","20200302165051","U","2020-03-04 02:40:00.0","","","","","환경전문공사업","","","2653010700","617841","1","173","15","","","","","","26530","2653010700","1","2006017","","0","68","5","617841","",
"116","환경전문공사업","09_30_16_P","6260000","626000009200900002","20130814","","03","폐업","Q","폐업","","","","","","","617829","부산광역시 사상구 엄궁동   138번지 2호 부산테크노파크 207호","부산광역시 사상구 엄궁로 70-16, 207호 (엄궁동,부산테크노파크)","617829","아쿠아셀(주)","20130814093432","I","2019-03-23 02:20:03.0","","379809.907618382","182140.508159068","","환경전문공사업","","","","","","","","","","","","","","","","","","","","","","",
"117","환경전문공사업","09_30_16_P","6260000","626000009200900003","20090910","","03","폐업","Q","폐업","20101202","","","","","","612050","부산광역시 해운대구 재송동   1209번지 센텀IS타워. 1001호","부산광역시 해운대구 센텀북대로 60, 1001호 (재송동,센텀IS타워)","612050","(주)신송엔텍","20111031171359","I","2019-03-23 02:20:03.0","","393527.757337839","188440.756376893","","환경전문공사업","","","","","","","","","","","","","","","","","","","","","","",
"118","환경전문공사업","09_30_16_P","6260000","626000009200900004","20131028","","03","폐업","Q","폐업","20171109","","","","","","","","부산광역시 강서구 가락대로 704 (생곡동)","46729","창신기계공업(주)","20171110091945","I","2019-03-23 02:20:03.0","","370328","183535","","환경전문공사업","","","","","","","","","","","","","","","","","","","","","","",
"119","환경전문공사업","09_30_16_P","6260000","626000009201000002","20100311","","03","폐업","Q","폐업","20101116","","","","","","619961","부산광역시 기장군 정관면 달산리  1112번지 12호","부산광역시 기장군 정관면 산단6로 4","619961","현대환경산업","20101116143042","I","2019-03-23 02:20:03.0","","399926.96690000000","204533.31786500000","","환경전문공사업","205","","","","","","","","","","","","","","","","","","","","","",
"120","환경전문공사업","09_30_16_P","6260000","626000009201000003","20100311","","03","폐업","Q","폐업","20110215","","","","","","619961","부산광역시 기장군 정관면 달산리  1112번지 12호","부산광역시 기장군 정관면 산단6로 4","619961","현대환경산업","20110215150620","I","2019-03-23 02:20:03.0","","399926.96690000000","204533.31786500000","","환경전문공사업","205","","","","","","","","","","","","","","","","","","","","","",
"121","환경전문공사업","09_30_16_P","6260000","626000009201000004","20100318","","03","폐업","Q","폐업","20111109","","","","","","618807","부산광역시 강서구 대저2동   1312번지 4호","부산광역시 강서구 대저동서로212번길 20 (대저2동)","618807","(주)삼성하이텍","20111110092928","I","2019-03-23 02:20:03.0","","378419.901182258","189918.350091381","","환경전문공사업","330","","","","","","","","","","","","","","","","","","","","","",
