"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","제조구분명","사업장부지용도구분명",
"287","고압가스업","09_28_05_P","3330000","2000333001502100012","20080318","","01","영업/정상","01","영업중","","","","","","","","부산광역시 해운대구 우동 737 (주)신세계조선호텔부산","부산광역시 해운대구 동백로 67 (우동)","48100","(주)조선호텔앤리조트 부산","20210121184935","U","2021-01-23 02:40:00.0","제조","396200.686719735","186216.650203359","냉동","상업.업무용",
"288","고압가스업","09_28_05_P","3330000","2001333001502100018","20080731","","01","영업/정상","01","영업중","","","","","","","","부산광역시 해운대구 우동 1500 벡스코","부산광역시 해운대구 APEC로 55, 벡스코 (우동)","48060","㈜벡스코","20190124103424","U","2019-01-26 02:40:00.0","제조","394482.139208377","187606.035424193","냉동","업무용",
"289","고압가스업","09_28_05_P","3330000","2004333001502200001","20090313","","01","영업/정상","01","영업중","","","","","","","","부산광역시 해운대구 우동 1417","부산광역시 해운대구 해운대해변로 35 (우동)","","부산도시공사 아르피나","20211209162507","U","2021-12-11 02:40:00.0","제조","394725.789471238","187180.759947299","냉동","기타",
"290","고압가스업","09_28_05_P","3330000","2004333001502200002","20041201","","01","영업/정상","01","영업중","","","","","","","","부산광역시 해운대구 좌동 1479-1","부산광역시 해운대구 해운대로 802 (좌동)","","(주)우리시네마","20201201145402","U","2020-12-03 02:40:00.0","제조","398237.363461482","187720.511056894","냉동","상업용",
"291","고압가스업","09_28_05_P","3330000","2006333001502200001","20060209","","01","영업/정상","01","영업중","","","","","","","","부산광역시 해운대구 좌동 1467-4","부산광역시 해운대구 해운대로 813 (좌동)","","이랜드리테일 해운대점","20220502134746","U","2022-05-04 02:40:00.0","제조","398269.05154158","187874.778091232","냉동","상업용",
"292","고압가스업","09_28_05_P","3330000","2006333008202200001","20061228","","01","영업/정상","01","영업중","","","","","","","","부산광역시 해운대구 우동 1505","부산광역시 해운대구 센텀3로 20 (우동)","","해운대센텀호텔 관리사무소","20220124153625","U","2022-01-26 02:40:00.0","제조","394254.000317371","187484.983031977","냉동","상업기타",
"293","고압가스업","09_28_05_P","3330000","2006333001502200002","20100721","","01","영업/정상","01","영업중","","","","","","","","부산광역시 해운대구 좌동 1458-1","부산광역시 해운대구 양운로 97 (좌동)","","해운대문화회관","20171129163808","I","2018-08-31 23:59:59.0","제조","397988.014887742","187938.979810581","냉동","공공용지등",
"294","고압가스업","09_28_05_P","3330000","2020333015102100005","20200909","","01","영업/정상","01","영업중","","","","","","","","부산광역시 해운대구 중동 1405-16 그랜드 조선 부산","부산광역시 해운대구 해운대해변로 292, 그랜드 조선 부산 (중동)","48099","(주)신세계조선호텔","20201103141652","I","2020-11-05 00:23:23.0","제조","397022.971550345","186692.06462196","냉동","",
"295","고압가스업","09_28_05_P","3330000","2018333013202200004","20181101","","01","영업/정상","01","영업중","","","","","","","","부산광역시 해운대구 우동 1410-3 한화리조트","부산광역시 해운대구 마린시티3로 52, 한화리조트 (우동)","48119","한화호텔앤드리조트(주)","20211231085600","U","2022-01-02 02:40:00.0","제조","395399.72601113","186020.059335379","냉동","",
"296","고압가스업","09_28_05_P","3330000","2018333013202200007","20181102","","01","영업/정상","01","영업중","","","","","","","","부산광역시 해운대구 중동 1058-39 엘시티","부산광역시 해운대구 달맞이길 30 (중동, 엘시티)","48099","(주)호텔롯데 시그니엘부산","20200827173852","U","2020-08-29 02:40:00.0","제조","397501.677939254","186791.464501948","냉동","",
"297","고압가스업","09_28_05_P","3330000","2018333013202200009","20181102","","01","영업/정상","01","영업중","","","","","","","","부산광역시 해운대구 중동 1058-39 엘시티","부산광역시 해운대구 달맞이길 30 (중동, 엘시티)","48099","엘시티더레지던스 관리위원회","20210916102039","U","2021-09-18 02:40:00.0","제조","397501.677939254","186791.464501948","냉동","",
"298","고압가스업","09_28_05_P","3330000","1998333015102100001","19980409","","01","영업/정상","01","영업중","","","","","","","","부산광역시 해운대구 중동 1408-5 파라다이스호텔부산","부산광역시 해운대구 해운대해변로 296, 파라다이스호텔부산 (중동)","48099","(주)파라다이스호텔부산","20210107181044","I","2021-01-09 00:23:05.0","제조","397216.86090988","186702.956398282","냉동","",
"299","고압가스업","09_28_05_P","3330000","2020333015102100004","20200909","","01","영업/정상","01","영업중","","","","","","","","부산광역시 해운대구 중동 1405-16 그랜드 조선 부산","부산광역시 해운대구 해운대해변로 292, 그랜드 조선 부산 (중동)","48099","(주)조선호텔앤리조트 그랜드조선 부산","20210126170443","I","2021-01-28 00:23:13.0","제조","397022.971550345","186692.06462196","냉동","",
"300","고압가스업","09_28_05_P","3340000","1996334001702100003","19961216","","01","영업/정상","01","영업중","","","","","","","","부산광역시 사하구 구평동 399번지","부산광역시 사하구 구평로16번길 71 (구평동)","","(주)강남","20190124182347","I","2019-01-26 02:21:01.0","제조","381589.231859853","176624.595619872","냉동","기타",
"301","고압가스업","09_28_05_P","3340000","2019334008002200001","20190215","","01","영업/정상","01","영업중","","","","","","","","부산광역시 사하구 구평동 377-33","부산광역시 사하구 감천항로 221-5 (구평동)","49454","(주)진양TNF","20190215135939","I","2019-02-17 02:21:23.0","제조","381556.957434087","176766.746988901","냉동","",
"302","고압가스업","09_28_05_P","3340000","2019334008002100001","20190225","","01","영업/정상","01","영업중","","","","","","","","부산광역시 사하구 다대동 1516-5","","","흥진산업(주)","20220106153524","U","2022-01-08 02:40:00.0","저장소","378547.348984634","175205.812691821","","",
"303","고압가스업","09_28_05_P","3340000","2019334008002100002","20190603","","01","영업/정상","01","영업중","","","","","","","","부산광역시 사하구 감천동 783-18","","","(주)씨아이스","20220106152609","U","2022-01-08 02:40:00.0","저장소","382017.670384463","178530.05478372","","",
"304","고압가스업","09_28_05_P","3340000","2008334006602100003","20090304","","01","영업/정상","01","영업중","","","","","","","","부산광역시 사하구 다대동 1553","부산광역시 사하구 감천항로 454 (다대동)","","대선조선(주)","20190517140030","I","2019-05-19 02:20:50.0","저장소","381613.325457691","174551.635641826","","공업용",
"305","고압가스업","09_28_05_P","3340000","2016334008002100002","20161102","","01","영업/정상","01","영업중","","","","","","","","부산광역시 사하구 신평동 370-11","부산광역시 사하구 신산로 60 (신평동)","49434","(주)우진테크","20220315100349","U","2022-03-17 02:40:00.0","제조","378843.33335743","178510.23397873","충전","",
"306","고압가스업","09_28_05_P","3340000","1995334001702100002","20090302","","01","영업/정상","01","영업중","","","","","","","","부산광역시 사하구 다대동 1505-2,-3","부산광역시 사하구 다산로176번길 30 (다대동)","","(주)태상","20220617130032","U","2022-06-19 02:40:00.0","저장소","378616.360159637","176309.922084602","일반","기타",
"307","고압가스업","09_28_05_P","3340000","2019334008002200003","20191213","","01","영업/정상","01","영업중","","","","","","","","부산광역시 사하구 감천동 771-5","","","(주)오복식품","20200325170258","U","2020-03-27 02:40:00.0","제조","382085.306847742","178405.477599665","냉동","공업용",
"308","고압가스업","09_28_05_P","3340000","2022334013102200002","20220215","","01","영업/정상","01","영업중","","","","","","","","부산광역시 사하구 장림동 1037","부산광역시 사하구 다대로 210 (장림동)","49463","씨제이제일제당(주) 부산공장","20220217140337","I","2022-02-19 00:22:37.0","제조","380101.664479822","177863.674839855","냉동","",
"309","고압가스업","09_28_05_P","3340000","2022334013102200003","20220315","","01","영업/정상","01","영업중","","","","","","","","부산광역시 사하구 다대동 1551-15","","","사하소방서(다대119안전센터)","20220509130439","U","2022-05-11 02:40:00.0","제조","379697.797633338","174241.746758983","충전","",
"310","고압가스업","09_28_05_P","3340000","2020334013102200005","20200323","","01","영업/정상","01","영업중","","","","","","","","부산광역시 사하구 다대동 1553번지","부산광역시 사하구 감천항로 454 (다대동)","49517","대선조선(주) 다대공장","20200323165509","I","2020-03-25 00:23:22.0","제조","381613.325457691","174551.635641826","냉동","",
"311","고압가스업","09_28_05_P","3340000","2017334008002200004","20171106","","01","영업/정상","01","영업중","","","","","","","","부산광역시 사하구 장림동 1083-1","부산광역시 사하구 장림로 86 (장림동)","49479","(주)부영연육","20220112093951","I","2022-01-14 00:22:40.0","제조","378690.315273291","177478.091712116","냉동","",
"312","고압가스업","09_28_05_P","3340000","2015334008002100003","20151015","","01","영업/정상","01","영업중","","","","","","","","부산광역시 사하구 구평동 385","부산광역시 사하구 구평로16번길 11 (구평동)","49454","탱크테크(주)","20220118150048","I","2022-01-20 00:22:40.0","제조","381668.884703342","176921.009915883","","",
"313","고압가스업","09_28_05_P","3340000","2021334013102200003","20211213","","01","영업/정상","01","영업중","","","","","","","","부산광역시 사하구 구평동 489","부산광역시 사하구 감천항로419번길 53 (구평동)","49455","(주)코스모아","20220210163851","U","2022-02-12 02:40:00.0","제조","382194.343841906","174405.673130633","충전","",
"314","고압가스업","09_28_05_P","3340000","1994334001702100002","19941031","","01","영업/정상","01","영업중","","","","","","","","부산광역시 사하구 구평동 399","부산광역시 사하구 구평로16번길 71 (구평동)","","(주)강남","20220106152222","I","2022-01-08 00:22:40.0","저장소","381589.231859853","176624.595619872","일반","기타",
"315","고압가스업","09_28_05_P","3340000","2003334001702100003","20030925","","01","영업/정상","01","영업중","","","","","","","","부산광역시 사하구 감천동 759-8","부산광역시 사하구 감천항로 7 (감천동)","","한국남부발전(주)","20220106152436","I","2022-01-08 00:22:40.0","저장소","","","일반","공업용",
"316","고압가스업","09_28_05_P","3340000","2017334008002100001","20170727","","01","영업/정상","01","영업중","","","","","","","","부산광역시 사하구 구평동 136-1","부산광역시 사하구 을숙도대로 760 (구평동)","49456","와이케이스틸(주)","20220106153500","I","2022-01-08 00:22:40.0","저장소","381160.395692149","177838.86312934","","",
"317","고압가스업","09_28_05_P","3340000","2020334013102200006","20200617","","01","영업/정상","01","영업중","","","","","","","","부산광역시 사하구 구평동 430","","","대림항업(주)","20200709175340","U","2020-07-11 02:40:00.0","제조","381205.40123998","176255.312351135","충전","",
"318","고압가스업","09_28_05_P","3340000","2021334013102200002","20211119","","01","영업/정상","01","영업중","","","","","","","","부산광역시 사하구 구평동 402-42","부산광역시 사하구 감천항로 253-11 (구평동)","49454","삼우안전환경(주)","20211119172242","I","2021-11-21 00:22:44.0","제조","381581.737915569","176466.915101093","충전","",
"319","고압가스업","09_28_05_P","3340000","1980334001702100004","19800507","","01","영업/정상","01","영업중","","","","","","","","부산광역시 사하구 장림동 91","부산광역시 사하구 장림로 304 (장림동)","","동양섬유(주)부산지점","20210416140914","U","2021-04-18 02:40:00.0","제조","380631.848314962","177918.021306659","냉동","기타",
"320","고압가스업","09_28_05_P","3340000","2017334008002200009","20171106","","01","영업/정상","01","영업중","","","","","","","","부산광역시 사하구 장림동 1083-1","부산광역시 사하구 장림로 86 (장림동)","49479","(주)부영연육 장림지점","20190930181601","U","2019-10-02 02:40:00.0","제조","378690.315273291","177478.091712116","냉동","",
"321","고압가스업","09_28_05_P","3340000","2018334008002200003","20180315","","01","영업/정상","01","영업중","","","","","","","","부산광역시 사하구 구평동 329-3","","","해동구명설비(주)","20180627171152","I","2018-08-31 23:59:59.0","제조","381514.262900555","176833.400798241","충전","",
"322","고압가스업","09_28_05_P","3340000","2018334008002200004","20180424","","01","영업/정상","01","영업중","","","","","","","","부산광역시 사하구 감천동 405-2","","","사하소방서 감천119안전센터","20200129172542","U","2020-01-31 02:40:00.0","제조","382762.722607363","178201.745040461","충전","",
"323","고압가스업","09_28_05_P","3340000","1992334001702100002","19920325","","01","영업/정상","01","영업중","","","","","","","","부산광역시 사하구 구평동 110-1","부산광역시 사하구 을숙도대로 731-1 (구평동)","","동진냉열기재","20220106155941","U","2022-01-08 02:40:00.0","판매","380964.724362352","178074.52333528","일반","기타",
"324","고압가스업","09_28_05_P","3340000","1992334001702100004","19920226","","01","영업/정상","01","영업중","","","","","","","","부산광역시 사하구 신평동 산 41-7","부산광역시 사하구 다대로119번길 73 (신평동)","","(주)부일냉장","20180518161526","I","2018-08-31 23:59:59.0","제조","380448.757019541","178634.741522314","냉동","기타",
"325","고압가스업","09_28_05_P","3340000","1992334001702100005","20090522","","01","영업/정상","01","영업중","","","","","","","","부산광역시 사하구 신평동 554","부산광역시 사하구 다대로170번길 10 (신평동)","","동일냉장(주)","20220421171716","U","2022-04-23 02:40:00.0","제조","380164.302441046","178337.746057365","냉동","기타",
"326","고압가스업","09_28_05_P","3340000","1993334001702100002","19931030","","01","영업/정상","01","영업중","","","","","","","","부산광역시 사하구 구평동 345","부산광역시 사하구 감천항로 195 (구평동)","","대상종합가스","20220106160004","U","2022-01-08 02:40:00.0","판매","381499.756444763","176978.902642211","일반","공업용",
"327","고압가스업","09_28_05_P","3340000","1993334001702100003","20091229","","01","영업/정상","01","영업중","","","","20091230","","","","부산광역시 사하구 구평동 260","부산광역시 사하구 감천항로190번길 37 (구평동)","","동아냉동가스(주)","20220106160032","U","2022-01-08 02:40:00.0","판매","381307.047951452","177196.768436051","일반","공업용",
"328","고압가스업","09_28_05_P","3340000","2002334001702100001","20020110","","01","영업/정상","01","영업중","","","","","","","","부산광역시 사하구 다대동 370-14","","","동흥실업","20060131000000","I","2018-08-31 23:59:59.0","판매","","","일반","기타",
"329","고압가스업","09_28_05_P","3340000","1991334001702100004","19910412","","01","영업/정상","01","영업중","","","","","","","","부산광역시 사하구 구평동 399","부산광역시 사하구 구평로16번길 71 (구평동)","","(주)강남","20200417163316","U","2020-04-19 02:40:00.0","제조","381589.231859853","176624.595619872","냉동","기타",
"330","고압가스업","09_28_05_P","3340000","1975334001702100001","19750802","","01","영업/정상","01","영업중","","","","","","","","부산광역시 사하구 장림동 339-6","","","부경수산(주)","20140102105037","I","2018-08-31 23:59:59.0","제조","","","냉동","기타",
"331","고압가스업","09_28_05_P","3340000","1977334001702100001","19770309","","01","영업/정상","01","영업중","","","","","","","","부산광역시 사하구 구평동 112-3","부산광역시 사하구 을숙도대로 727 (구평동)","","영환물산(주)1공장","20140102104953","I","2018-08-31 23:59:59.0","제조","380967.233275897","178062.808608466","냉동","기타",
"332","고압가스업","09_28_05_P","3340000","1978334001702100001","19780727","","01","영업/정상","01","영업중","","","","","","","","부산광역시 사하구 장림동 339-5","","","(주)부평수산","20140102104910","I","2018-08-31 23:59:59.0","제조","","","냉동","기타",
"333","고압가스업","09_28_05_P","3340000","1979334001702100002","20101109","","01","영업/정상","01","영업중","","","","","","","","부산광역시 사하구 장림동 316-16","부산광역시 사하구 장평로 174 (장림동)","","대영물산(주)","20150803182128","I","2018-08-31 23:59:59.0","제조","379893.314773561","177635.457070204","냉동","기타",
"334","고압가스업","09_28_05_P","3340000","1980334001702100003","19800409","","01","영업/정상","01","영업중","","","","","","","","부산광역시 사하구 장림동 562","부산광역시 사하구 장평로71번길 10 (장림동)","","주식회사 삼화농수산","20220513181510","U","2022-05-15 02:40:00.0","제조","379793.403756355","176532.208731009","냉동","기타",
"335","고압가스업","09_28_05_P","3340000","1982334001702100001","20080701","","01","영업/정상","01","영업중","","","","","","","","부산광역시 사하구 장림동 414-1","부산광역시 사하구 다대로320번길 10 (장림동)","","(주)일성냉동","20211227130740","U","2021-12-29 02:40:00.0","제조","380119.139308057","176797.240733357","냉동","기타",
"336","고압가스업","09_28_05_P","3340000","1982334001702100002","20101027","","01","영업/정상","01","영업중","","","","20110613","","","","부산광역시 사하구 다대동 680-19","부산광역시 사하구 다대동로6번길 21 (다대동)","","(주)신우농수산 제2공장","20190201112302","U","2019-02-03 02:40:00.0","제조","379876.600664533","174509.496415393","냉동","기타",
"337","고압가스업","09_28_05_P","3340000","1993334001702100004","19930607","","01","영업/정상","01","영업중","","","","","","","","부산광역시 사하구 구평동 414-9","부산광역시 사하구 감천항로 240 (구평동)","49512","현이냉동(주)","20220518181358","U","2022-05-20 02:40:00.0","제조","381431.736038786","176514.111108331","냉동","기타",
"338","고압가스업","09_28_05_P","3340000","1993334001702100006","19931101","","01","영업/정상","01","영업중","","","","","","","","부산광역시 사하구 구평동 414-10","부산광역시 사하구 감천항로 250 (구평동)","","금화냉동(주)","20140102102712","I","2018-08-31 23:59:59.0","제조","381436.169808092","176462.174130781","냉동","기타",
"339","고압가스업","09_28_05_P","3340000","1994334001702100003","19940930","","01","영업/정상","01","영업중","","","","","","","","부산광역시 사하구 장림동 911","부산광역시 사하구 보덕포1길 106 (장림동)","","선경특수가스상사","20220106160101","U","2022-01-08 02:40:00.0","판매","378909.579408291","176541.723652275","일반","기타",
"340","고압가스업","09_28_05_P","3340000","1994334001702100004","19940202","","01","영업/정상","01","영업중","","","","","","","","부산광역시 사하구 장림동 446","부산광역시 사하구 장평로76번길 22  (장림동)","","신한냉동","20050808000000","I","2018-08-31 23:59:59.0","제조","379995.941291221","176663.676952467","냉동","기타",
"341","고압가스업","09_28_05_P","3340000","1994334001702100005","19941128","","01","영업/정상","01","영업중","","","","","","","","부산광역시 사하구 감천동 763-20,28","부산광역시 사하구 감천항로 24 (감천동)","","(주)동원통영수산","20140102102602","I","2018-08-31 23:59:59.0","제조","382061.620050124","178115.274432185","냉동","기타",
"342","고압가스업","09_28_05_P","3340000","1994334001702100006","19941215","","01","영업/정상","01","영업중","","","","","","","","부산광역시 사하구 감천동 763-21","부산광역시 사하구 감천항로 12 (감천동)","","(주)성보냉장감천공장","20140102102639","I","2018-08-31 23:59:59.0","제조","382182.02683500000","178486.93895000000","냉동","기타",
"343","고압가스업","09_28_05_P","3340000","1995334001702100001","19950202","","01","영업/정상","01","영업중","","","","","","","","부산광역시 사하구 장림동 313","부산광역시 사하구 장림번영로104번길 81  (장림동)","","중앙후렌지공업(주)","20060706000000","I","2018-08-31 23:59:59.0","판매","380148.412130132","177120.551814895","일반","기타",
"344","고압가스업","09_28_05_P","3340000","1995334001702100003","20081103","","01","영업/정상","01","영업중","","","","","","","","부산광역시 사하구 신평동 370-97","부산광역시 사하구 하신번영로 76 (신평동)","","동국제강(주)","20220106152317","U","2022-01-08 02:40:00.0","저장소","378761.534980133","178412.736561936","일반","기타",
"345","고압가스업","09_28_05_P","3340000","1995334001702100004","20090224","","01","영업/정상","01","영업중","","","","","","","","부산광역시 사하구 신평동 467","부산광역시 사하구 하신중앙로 140 (신평동)","","훼미리식품(주)부산공장","20200716173139","U","2020-07-18 02:40:00.0","제조","379125.281232545","178737.555644459","냉동","기타",
"346","고압가스업","09_28_05_P","3340000","1995334001702100006","19950610","","01","영업/정상","01","영업중","","","","","","","","부산광역시 사하구 감천동 345외5필지","부산광역시 사하구 원양로 328 (감천동)","","(주)부산냉장","20200218163404","U","2020-02-20 02:40:00.0","제조","382906.059254291","177471.984189382","냉동","기타",
"347","고압가스업","09_28_05_P","3340000","1995334001702100007","20110107","","01","영업/정상","01","영업중","","","","","","","","부산광역시 사하구 다대동 680-23","부산광역시 사하구 다대로605번길 17 (다대동)","","(주)장수 부산지점","20190410185654","U","2019-04-12 02:40:00.0","제조","379950.158907885","174419.270504403","냉동","기타",
"348","고압가스업","09_28_05_P","3340000","1985334001702100002","20080422","","01","영업/정상","01","영업중","","","","","","","","부산광역시 사하구 신평동 472","부산광역시 사하구 신산로 99 (신평동)","","주식회사 동성케미컬","20220106152054","U","2022-01-08 02:40:00.0","저장소","379273.438389437","178623.837207093","일반","기타",
"349","고압가스업","09_28_05_P","3340000","1985334001702100003","19851224","","01","영업/정상","01","영업중","","","","","","","","부산광역시 사하구 장림동 483-1","부산광역시 사하구 다대로 360 (장림동)","","고려냉장(주)","20200604115155","U","2020-06-06 02:40:00.0","제조","380221.150746925","176391.882744085","냉동","기타",
"350","고압가스업","09_28_05_P","3340000","1986334001702100002","19860213","","01","영업/정상","01","영업중","","","","","","","","부산광역시 사하구 구평동 112-1","부산광역시 사하구 을숙도대로 717 (구평동)","","(주)부산해사랑","20170112175324","I","2018-08-31 23:59:59.0","제조","380894.643549684","178097.849762746","냉동","기타",
"351","고압가스업","09_28_05_P","3340000","1986334001702100003","19860424","","01","영업/정상","01","영업중","","","","","","","","부산광역시 사하구 신평동 550","부산광역시 사하구 신산로 190 (신평동)","","청호냉동(주)","20160104115813","I","2018-08-31 23:59:59.0","제조","380120.56033108","178451.300926121","냉동","기타",
"352","고압가스업","09_28_05_P","3340000","1986334001702100004","20080428","","01","영업/정상","01","영업중","","","","","","","","부산광역시 사하구 신평동 481","부산광역시 사하구 장평로 269 (신평동)","","(주)삼진글로벌넷","20210426202725","U","2021-04-28 02:40:00.0","제조","379810.736552659","178593.746570639","냉동","기타",
"353","고압가스업","09_28_05_P","3340000","1986334001702100005","19860911","","01","영업/정상","01","영업중","","","","","","","","부산광역시 사하구 신평동 532","부산광역시 사하구 을숙도대로 601  (신평동)","","(주)삼공사","20040524000000","I","2018-08-31 23:59:59.0","제조","379727.787973568","178100.154750036","냉동","기타",
"354","고압가스업","09_28_05_P","3340000","1996334001702100002","19960625","","01","영업/정상","01","영업중","","","","","","","","부산광역시 사하구 감천동 산 191-1","부산광역시 사하구 감천로158번길 42 (감천동)","","홍림수산냉동(주)","20180529184114","I","2018-08-31 23:59:59.0","제조","383047.873424647","177955.283417959","냉동","기타",
"355","고압가스업","09_28_05_P","3340000","1997334001702100005","19971205","","01","영업/정상","01","영업중","","","","","","","","부산광역시 사하구 감천동 344-1","부산광역시 사하구 원양로 319 (감천동)","","한일냉장(주)","20210723090021","U","2021-07-25 02:40:00.0","제조","382797.011187563","177441.208650547","냉동","기타",
"356","고압가스업","09_28_05_P","3340000","1998334001702100001","19980814","","01","영업/정상","01","영업중","","","","","","","","부산광역시 사하구 장림동 1082-2","부산광역시 사하구 장림로93번길 19 (장림동)","","연승물산","20140102101810","I","2018-08-31 23:59:59.0","제조","378575.635565709","177478.396035199","냉동","기타",
"357","고압가스업","09_28_05_P","3340000","1998334001702100002","19980905","","01","영업/정상","01","영업중","","","","","","","","부산광역시 사하구 감천동 344-2","부산광역시 사하구 원양로 313 (감천동)","","(주)삼성냉장","20180730183114","I","2018-08-31 23:59:59.0","제조","382805.546586586","177378.023270134","냉동","기타",
"358","고압가스업","09_28_05_P","3340000","2000334001702100001","20000410","","01","영업/정상","01","영업중","","","","","","","","부산광역시 사하구 구평동 172","","","(주)한보철강부산제강소","20040902000000","I","2018-08-31 23:59:59.0","판매","","","일반","기타",
"359","고압가스업","09_28_05_P","3340000","2000334001702100003","20080429","","01","영업/정상","01","영업중","","","","","","","","부산광역시 사하구 신평동 642-7","부산광역시 사하구 신산로 2 (신평동)","","부산패션칼라산업협동조합","20220106152339","U","2022-01-08 02:40:00.0","저장소","378192.048472024","178452.191917941","일반","기타",
"360","고압가스업","09_28_05_P","3340000","2000334001702100004","20001129","","01","영업/정상","01","영업중","","","","","","","","부산광역시 사하구 장림동 1118-19,-20","부산광역시 사하구 하신중앙로 44-5 (장림동)","","(주)화승가스테크","20220106160222","U","2022-01-08 02:40:00.0","판매","379157.466095499","177769.760203103","일반","공업용",
"361","고압가스업","09_28_05_P","3340000","2000334001702100005","20090625","","01","영업/정상","01","영업중","","","","20180118","","","","부산광역시 사하구 장림동 1118-19 (주)화승가스테크","","","SG솔루션","20220106160243","U","2022-01-08 02:40:00.0","판매","379196.303326713","177781.995490204","일반","공업용",
"362","고압가스업","09_28_05_P","3340000","2000334001702100008","20001129","","01","영업/정상","01","영업중","","","","","","","","부산광역시 사하구 장림동 1118-21","부산광역시 사하구 하신중앙로 44-5 (장림동)","","(주)피에스지","20140102101317","I","2018-08-31 23:59:59.0","제조","379157.466095499","177769.760203103","충전","기타",
"363","고압가스업","09_28_05_P","3340000","2000334006602200002","20000622","","01","영업/정상","01","영업중","","","","","","","","부산광역시 사하구 장림동 380-3","부산광역시 사하구 다대로 321  (장림동)","","경희병원","20071212142851","I","2018-08-31 23:59:59.0","제조","380237.082724161","176727.879899413","일반","공업용",
"364","고압가스업","09_28_05_P","3340000","2001334001702100001","20010706","","01","영업/정상","01","영업중","","","","","","","","부산광역시 사하구 괴정동 364-5","부산광역시 사하구 사리로8번길 29-2 (괴정동)","","쌍용가스","20220106160302","U","2022-01-08 02:40:00.0","판매","382360","179893","일반","주거용",
"365","고압가스업","09_28_05_P","3340000","2002334001702100002","20020110","","01","영업/정상","01","영업중","","","","","","","","부산광역시 사하구 다대동 370-14","","","동흥실업","20060131000000","I","2018-08-31 23:59:59.0","판매","","","일반","기타",
"366","고압가스업","09_28_05_P","3340000","2002334001702100006","20090224","","01","영업/정상","01","영업중","","","","","","","","부산광역시 사하구 장림동 1118-4","부산광역시 사하구 하신중앙로 44-6 (장림동)","","천호종합가스","20220106160415","U","2022-01-08 02:40:00.0","판매","379157.466095499","177769.760203103","일반","공업용",
"367","고압가스업","09_28_05_P","3340000","2002334001702100007","20021230","","01","영업/정상","01","영업중","","","","","","","","부산광역시 사하구 장림동 1118-4","부산광역시 사하구 하신중앙로 44-6 (장림동)","","화승종합가스","20220106160330","U","2022-01-08 02:40:00.0","판매","379157.466095499","177769.760203103","일반","공업용",
"368","고압가스업","09_28_05_P","3340000","2002334001702100008","20021230","","01","영업/정상","01","영업중","","","","","","","","부산광역시 사하구 장림동 1118-4","부산광역시 사하구 하신중앙로 44-6 (장림동)","","유한가스테크","20220106160528","U","2022-01-08 02:40:00.0","판매","379157.466095499","177769.760203103","일반","공업용",
"369","고압가스업","09_28_05_P","3340000","2007334006602200019","20070918","","01","영업/정상","01","영업중","","","","","","","","부산광역시 사하구 장림동 1037","부산광역시 사하구 다대로 210 (장림동)","","씨제이제일제당(주)부산공장 (제19호)","20210423145836","U","2021-04-25 02:40:00.0","제조","380101.664479822","177863.674839855","냉동","공업용",
"370","고압가스업","09_28_05_P","3340000","1973334001702100001","19731205","","01","영업/정상","01","영업중","","","","","","","","부산광역시 사하구 감천동 695","부산광역시 사하구 을숙도대로873번길 10  (감천동)","","세화수산(주)","20051026000000","I","2018-08-31 23:59:59.0","제조","382131.548766916","178479.884923608","냉동","기타",
"371","고압가스업","09_28_05_P","3340000","1983334001702100001","19830617","","01","영업/정상","01","영업중","","","","","","","","부산광역시 사하구 장림동 507","부산광역시 사하구 다대로 359 (장림동)","","(주)냉장 인터불고","20200417163332","U","2020-04-19 02:40:00.0","제조","380319.145610381","176412.353731877","냉동","기타",
"372","고압가스업","09_28_05_P","3340000","1984334001702100001","20080624","","01","영업/정상","01","영업중","","","","","","","","부산광역시 사하구 신평동 370-19","부산광역시 사하구 을숙도대로 525 (신평동)","","한국주철관공업(주)","20220106152030","U","2022-01-08 02:40:00.0","저장소","378908.747411686","178215.229874947","일반","기타",
"373","고압가스업","09_28_05_P","3340000","1986334001702100006","19861205","","01","영업/정상","01","영업중","","","","","","","","부산광역시 사하구 다대동 680-10","","","미광냉동(주)","20140102104206","I","2018-08-31 23:59:59.0","제조","","","냉동","기타",
"374","고압가스업","09_28_05_P","3340000","1987334001702100002","19870525","","01","영업/정상","01","영업중","","","","","","","","부산광역시 사하구 장림동 325-1번지","부산광역시 사하구 장림로 196 (장림동)","","(주)재호식품","20160318110657","I","2018-08-31 23:59:59.0","제조","379605.38150455","177658.489334275","냉동","기타",
"375","고압가스업","09_28_05_P","3340000","1987334001702100003","20100507","","01","영업/정상","01","영업중","","","","","","","","부산광역시 사하구 신평동 569-34 (주)동원수산","부산광역시 사하구 을숙도대로 685 (주)동원수산 (신평동)","49397","동원수산(주)제1공장","20211001111345","U","2021-10-03 02:40:00.0","제조","380528.005939675","178083.481154057","냉동","기타",
